#Classification	SRR20002359_bracken_P.kreport
k__Bacteria	983485
k__Bacteria|p__Proteobacteria	893239
k__Bacteria|p__Actinobacteria	53812
k__Bacteria|p__Firmicutes	36393
k__Bacteria|p__Cyanobacteria	6
k__Bacteria|p__Deinococcus-Thermus	7
k__Bacteria|p__Bacteroidetes	15
k__Bacteria|p__Chlamydiae	2
k__Bacteria|p__Verrucomicrobia	8
k__Bacteria|p__Fusobacteria	1
k__Eukaryota	328
k__Eukaryota|k__Fungi	221
k__Eukaryota|k__Fungi|p__Basidiomycota	161
k__Eukaryota|k__Fungi|p__Ascomycota	60
k__Eukaryota|k__Metazoa	102
k__Eukaryota|k__Metazoa|p__Chordata	102
k__Eukaryota|k__Viridiplantae	4
k__Eukaryota|k__Viridiplantae|p__Streptophyta	4
k__Viruses	1
k__Viruses|k__Heunggongvirae	1
k__Viruses|k__Heunggongvirae|p__Uroviricota	1
