#Classification	S-8-DICUND-B_bracken_P.kreport
k__Bacteria	118
k__Bacteria|p__Actinobacteria	59
k__Bacteria|p__Proteobacteria	43
k__Bacteria|p__Acidobacteria	13
k__Bacteria|p__Bacteroidetes	2
k__Eukaryota	112
k__Eukaryota|k__Metazoa	107
k__Eukaryota|k__Metazoa|p__Chordata	107
k__Eukaryota|k__Viridiplantae	5
k__Eukaryota|k__Viridiplantae|p__Streptophyta	5
