#Classification	S-21-POLJUN-B_bracken_O.kreport
k__Bacteria	2071
k__Bacteria|p__Proteobacteria	737
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	416
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	416
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	266
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	266
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	53
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	53
k__Bacteria|p__Cyanobacteria	641
k__Bacteria|p__Cyanobacteria|o__Nostocales	641
k__Bacteria|p__Actinobacteria	15
k__Bacteria|p__Actinobacteria|c__Actinomycetia	15
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	15
k__Bacteria|p__Acidobacteria	438
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	438
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	438
k__Bacteria|p__Bacteroidetes	233
k__Bacteria|p__Bacteroidetes|c__Cytophagia	233
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	233
k__Bacteria|p__Planctomycetes	4
k__Bacteria|p__Planctomycetes|c__Planctomycetia	4
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales	4
