#Classification	S-21-POLJUN-B_bracken_C.kreport
k__Bacteria	1467
k__Bacteria|p__Proteobacteria	747
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	421
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	54
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	271
k__Bacteria|p__Acidobacteria	438
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	438
k__Bacteria|p__Bacteroidetes	245
k__Bacteria|p__Bacteroidetes|c__Cytophagia	245
k__Bacteria|p__Actinobacteria	32
k__Bacteria|p__Actinobacteria|c__Actinomycetia	32
k__Bacteria|p__Planctomycetes	4
k__Bacteria|p__Planctomycetes|c__Planctomycetia	4
