#Classification	GQ6_bracken_P.kreport
k__Bacteria	1230816
k__Bacteria|p__Firmicutes	574699
k__Bacteria|p__Actinobacteria	166368
k__Bacteria|p__Bacteroidetes	245857
k__Bacteria|p__Proteobacteria	237176
k__Bacteria|p__Fusobacteria	6044
k__Bacteria|p__Candidatus_Saccharibacteria	632
k__Bacteria|p__Spirochaetes	37
k__Eukaryota	2113
k__Eukaryota|k__Metazoa	1869
k__Eukaryota|k__Metazoa|p__Chordata	1869
k__Eukaryota|k__Fungi	241
k__Eukaryota|k__Fungi|p__Basidiomycota	241
k__Eukaryota|k__Viridiplantae	2
k__Eukaryota|k__Viridiplantae|p__Streptophyta	2
