#Classification	NS32_bracken_O.kreport
k__Bacteria	10193551
k__Bacteria|p__Firmicutes	5934039
k__Bacteria|p__Firmicutes|c__Clostridia	5778721
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	5778710
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales	7
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermosediminibacterales	4
k__Bacteria|p__Firmicutes|c__Bacilli	111308
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	110737
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	570
k__Bacteria|p__Firmicutes|c__Negativicutes	26890
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	23723
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	3111
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	55
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	16749
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	16749
k__Bacteria|p__Firmicutes|c__Tissierellia	367
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	367
k__Bacteria|p__Firmicutes|c__Limnochordia	1
k__Bacteria|p__Firmicutes|c__Limnochordia|o__Limnochordales	1
k__Bacteria|p__Actinobacteria	267745
k__Bacteria|p__Actinobacteria|c__Actinomycetia	217151
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	215618
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	862
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	579
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	53
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	32
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	4
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	50593
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	44548
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	6045
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria	1
