#Classification	SRR5091565_bracken_P.kreport
k__Bacteria	5205639
k__Bacteria|p__Bacteroidetes	4401086
k__Bacteria|p__Firmicutes	705751
k__Bacteria|p__Actinobacteria	9670
k__Bacteria|p__Proteobacteria	88422
k__Bacteria|p__Verrucomicrobia	596
k__Bacteria|p__Spirochaetes	54
k__Bacteria|p__Candidatus_Saccharibacteria	31
k__Bacteria|p__Fusobacteria	16
k__Bacteria|p__Synergistetes	9
k__Archaea	81
k__Archaea|p__Euryarchaeota	81
k__Eukaryota	45
k__Eukaryota|k__Viridiplantae	28
k__Eukaryota|k__Viridiplantae|p__Streptophyta	28
k__Eukaryota|k__Metazoa	12
k__Eukaryota|k__Metazoa|p__Chordata	12
k__Eukaryota|k__Fungi	4
k__Eukaryota|k__Fungi|p__Ascomycota	4
k__Viruses	3467
k__Viruses|k__Heunggongvirae	3463
k__Viruses|k__Heunggongvirae|p__Uroviricota	3463
k__Viruses|k__Sangervirae	4
k__Viruses|k__Sangervirae|p__Phixviricota	4
