#Classification	GQ53_bracken_F.kreport
k__Bacteria	16199228
k__Bacteria|p__Bacteroidetes	9246813
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	9246813
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	9246813
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	8513308
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	419547
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	216475
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	60577
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	36730
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae	114
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	59
k__Bacteria|p__Firmicutes	6372170
k__Bacteria|p__Firmicutes|c__Clostridia	6016383
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	6016383
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	3816353
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	2030471
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	49387
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	112707
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae	3770
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	3598
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII._Incertae_Sedis	93
k__Bacteria|p__Firmicutes|c__Bacilli	181835
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	181534
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	43668
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	137429
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	192
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	244
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	300
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	280
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	20
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	171830
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	171830
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	73952
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae	97877
k__Bacteria|p__Firmicutes|c__Negativicutes	1392
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	963
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	963
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	428
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	428
k__Bacteria|p__Firmicutes|c__Tissierellia	728
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	728
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	728
k__Bacteria|p__Actinobacteria	177499
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	114067
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	93512
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	93453
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	58
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	20554
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	20554
k__Bacteria|p__Actinobacteria|c__Actinomycetia	63432
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	58174
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae	58174
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	4015
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae	4015
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	664
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae	657
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae	7
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	422
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae	408
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Lawsonellaceae	10
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Gordoniaceae	4
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	153
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae	153
k__Bacteria|p__Proteobacteria	285759
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	248517
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	248515
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	248503
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	3
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	8
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	2
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	2
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	32371
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	22979
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	22956
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae	22
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	6992
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	6992
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	2269
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	2269
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	70
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae	70
