#Classification	GQ48_bracken_F.kreport
k__Bacteria	8667082
k__Bacteria|p__Firmicutes	3953422
k__Bacteria|p__Firmicutes|c__Clostridia	3345863
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	3345863
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	1739053
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	1379690
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	15588
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	50146
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	132523
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae	28837
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII._Incertae_Sedis	24
k__Bacteria|p__Firmicutes|c__Negativicutes	377492
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	357425
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	357425
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	18587
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	18587
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	1479
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	1479
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	153884
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	153884
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae	129674
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	24209
k__Bacteria|p__Firmicutes|c__Bacilli	75330
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	75197
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	8138
