#Classification	GQ26_bracken_F.kreport
k__Bacteria	1704770
k__Bacteria|p__Firmicutes	1432157
k__Bacteria|p__Firmicutes|c__Bacilli	1351368
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	1351180
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	1223681
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	83074
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	41281
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	3116
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	27
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	187
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	186
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	1
k__Bacteria|p__Firmicutes|c__Negativicutes	76836
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	75989
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	75989
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	846
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	846
k__Bacteria|p__Firmicutes|c__Tissierellia	2068
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	2068
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	2068
k__Bacteria|p__Firmicutes|c__Clostridia	1884
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	1884
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII._Incertae_Sedis	1707
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	81
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	37
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	58
k__Bacteria|p__Actinobacteria	106457
k__Bacteria|p__Actinobacteria|c__Actinomycetia	102545
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	34140
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae	34140
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	24029
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae	23997
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermacoccaceae	12
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae	6
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae	13
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	21117
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae	21117
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	19693
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae	19693
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	3563
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae	3517
