#Classification	S-16-POLJUN-B_bracken_O.kreport
k__Bacteria	936463
k__Bacteria|p__Proteobacteria	524274
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	231281
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	227896
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	2055
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	747
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	583
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	221085
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	144214
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	50243
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	15356
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	8902
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	2187
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales	42
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	26
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Maricaulales	98
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales	15
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	67390
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	46297
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	9753
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	2831
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	4656
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	800
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	1901
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	281
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales	45
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	65
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	453
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	20
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales	260
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales	8
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	11
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales	2
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	4398
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	4107
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales	49
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophales	66
