#Classification	S-16-POLJUN-B_bracken_C.kreport
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Agaricomycetes	455
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Tremellomycetes	2
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Ustilaginomycetes	31
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Malasseziomycetes	6
k__Eukaryota|k__Viridiplantae	2536
k__Eukaryota|k__Viridiplantae|p__Streptophyta	2504
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	1428
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	1076
k__Eukaryota|k__Viridiplantae|p__Chlorophyta	32
k__Eukaryota|k__Viridiplantae|p__Chlorophyta|c__Chlorophyceae	29
k__Eukaryota|k__Viridiplantae|p__Chlorophyta|c__Mamiellophyceae	2
k__Eukaryota|p__Euglenozoa	7
k__Eukaryota|p__Euglenozoa|c__Kinetoplastea	7
k__Eukaryota|p__Cercozoa	1
k__Eukaryota|p__Cercozoa|c__Chlorarachniophyceae	1
k__Archaea	7
k__Archaea|p__Euryarchaeota	7
k__Archaea|p__Euryarchaeota|c__Halobacteria	7
k__Viruses	4
k__Viruses|k__Heunggongvirae	4
k__Viruses|k__Heunggongvirae|p__Uroviricota	4
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	4
