#Classification	S-7-DICUND-G_bracken_P.kreport
k__Bacteria	163
k__Bacteria|p__Proteobacteria	140
k__Bacteria|p__Firmicutes	8
k__Bacteria|p__Actinobacteria	6
k__Bacteria|p__Cyanobacteria	2
k__Bacteria|p__Acidobacteria	7
k__Eukaryota	38
k__Eukaryota|k__Metazoa	32
k__Eukaryota|k__Metazoa|p__Chordata	32
k__Eukaryota|k__Viridiplantae	5
k__Eukaryota|k__Viridiplantae|p__Streptophyta	5
