#Classification	GQ26_bracken_P.kreport
k__Bacteria	2252194
k__Bacteria|p__Firmicutes	1769466
k__Bacteria|p__Actinobacteria	171946
k__Bacteria|p__Tenericutes	66
k__Bacteria|p__Bacteroidetes	224661
k__Bacteria|p__Fusobacteria	65007
k__Bacteria|p__Proteobacteria	16752
k__Bacteria|p__Spirochaetes	3780
k__Bacteria|p__Candidatus_Saccharibacteria	510
k__Bacteria|p__Synergistetes	3
k__Eukaryota	17489
k__Eukaryota|k__Metazoa	7955
k__Eukaryota|k__Metazoa|p__Chordata	7955
k__Eukaryota|k__Fungi	955
k__Eukaryota|k__Fungi|p__Ascomycota	914
k__Eukaryota|k__Fungi|p__Basidiomycota	41
k__Eukaryota|k__Viridiplantae	8578
k__Eukaryota|k__Viridiplantae|p__Streptophyta	8578
k__Viruses	14
k__Viruses|k__Heunggongvirae	14
k__Viruses|k__Heunggongvirae|p__Peploviricota	8
k__Viruses|k__Heunggongvirae|p__Uroviricota	6
