name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gilliamella apicola	133069	S	4580	1656	6236	0.08862
Gilliamella sp946481345	133105	S	2630	5914	8544	0.12143
Gilliamella apicola_N	133081	S	2338	1453	3791	0.05388
Gilliamella sp946482005	133106	S	1490	3104	4594	0.06529
Gilliamella apis	133085	S	706	512	1218	0.01731
Gilliamella apis_A	133086	S	414	562	976	0.01387
Gilliamella sp946480175	133104	S	393	162	555	0.00789
Gilliamella apicola_R	133084	S	384	484	868	0.01234
Gilliamella apicola_Q	133083	S	166	119	285	0.00405
Gilliamella sp002142215	133091	S	110	84	194	0.00276
Gilliamella bombi	133087	S	10	1838	1848	0.02626
Gilliamella sp009795805	133092	S	7	0	7	0.00010
Gilliamella apicola_L	133079	S	7	0	7	0.00010
Gilliamella bombicola	133088	S	6	2	8	0.00011
Gilliamella sp945273075	133100	S	5	109	114	0.00162
Gilliamella apicola_P	133082	S	3	2	5	0.00007
Gilliamella apicola_C	133071	S	2	0	2	0.00003
Gilliamella sp009795885	133094	S	2	1	3	0.00004
Gilliamella apicola_M	133080	S	1	2	3	0.00004
Gilliamella sp019469185	133095	S	1	0	1	0.00001
Frischella perrara	133059	S	5433	520	5953	0.08460
Rahnella victoriana	133416	S	692	208	900	0.01279
Rahnella bonaserana	133404	S	118	60	178	0.00253
Rahnella variigena	133415	S	29	16	45	0.00064
Rahnella aceris	133402	S	18	5	23	0.00033
Rahnella rivi	133411	S	7	1	8	0.00011
Rahnella aquatilis	133403	S	4	1	5	0.00007
Rahnella woolbedingensis	133417	S	4	1	5	0.00007
Rahnella ecdela	133407	S	2	1	3	0.00004
Rahnella perminowiae	133410	S	2	0	2	0.00003
Rahnella sp002834385	133413	S	2	0	2	0.00003
Rahnella sp013457415	133414	S	2	0	2	0.00003
Buttiauxella agrestis	132853	S	13	12	25	0.00036
Buttiauxella massiliensis	132858	S	4	8	12	0.00017
Buttiauxella noackiae	132859	S	2	2	4	0.00006
Serratia_J liquefaciens	133481	S	8	6	14	0.00020
Serratia_A silvae	133465	S	2	8	10	0.00014
Enterobacter mori	132977	S	5	6	11	0.00016
Erwinia billingiae	133008	S	6	0	6	0.00009
Pantoea agglomerans	133241	S	2	3	5	0.00007
Rouxiella sp009208105	133431	S	2	0	2	0.00003
Dryocola clanedunensis	132937	S	2	0	2	0.00003
Shewanella xiamenensis	134210	S	2	1	3	0.00004
Vibrio ouci	134516	S	2	41	43	0.00061
Alteromonas lipotrueae	132323	S	1	2	3	0.00004
Snodgrassella alvi	130431	S	1436	234	1670	0.02373
Snodgrassella alvi_G	130436	S	225	110	335	0.00476
Snodgrassella sp946481965	130443	S	84	55	139	0.00198
Snodgrassella communis	130437	S	3	0	3	0.00004
Snodgrassella sp029433475	130441	S	2	0	2	0.00003
Snodgrassella gandavensis	130438	S	1	0	1	0.00001
Limnobacter parvus	127534	S	236	18	254	0.00361
Comamonas sp018413525	126856	S	1	5	6	0.00009
Variovorax sp014170375	129480	S	1	12	13	0.00018
Acidovorax sp000276605	126360	S	1	6	7	0.00010
Vogesella mureinivorans	129842	S	213	152	365	0.00519
Stenotrophomonas bentonitica_A	141122	S	1	16	17	0.00024
Stenotrophomonas maltophilia_AA	141135	S	1	9	10	0.00014
Pseudomonas_E sp020515695	138765	S	2	1	3	0.00004
Pseudomonas_E sp002018875	138620	S	2	1	3	0.00004
Pseudomonas_E canadensis	138230	S	2	8	10	0.00014
Pseudomonas_E proteolytica	138506	S	1	3	4	0.00006
Acinetobacter johnsonii	137103	S	2	11	13	0.00018
Bombella apis	113693	S	51	11	62	0.00088
Bombella saccharophila	113700	S	27	25	52	0.00074
Bombella pollinis	113699	S	11	10	21	0.00030
Bombella sp946476985	113702	S	10	0	10	0.00014
Commensalibacter melissae	113763	S	84	7	91	0.00129
Commensalibacter sp945266285	113767	S	19	2	21	0.00030
Paracraurococcus aquatilis	113984	S	1	5	6	0.00009
Pseudoroseomonas aerophila	113993	S	1	0	1	0.00001
Bartonella_A sp945285915	119309	S	44	38	82	0.00117
Bartonella_A sp946478665	119311	S	39	30	69	0.00098
Bartonella_A sp946478235	119310	S	8	4	12	0.00017
Bartonella_A apis	119303	S	1	0	1	0.00001
Mesorhizobium sp004020645	119593	S	4	2	6	0.00009
Neorhizobium sp900472675	119747	S	1	0	1	0.00001
Methylobacterium sp001423085	118297	S	1	3	4	0.00006
Methylobacterium sp001422815	118294	S	1	2	3	0.00004
Microvirga pudoricolor	118458	S	1	0	1	0.00001
Erythrobacter sp001464915	124288	S	1	13	14	0.00020
Novosphingobium sp000281975	124457	S	1	5	6	0.00009
Tabrizicola piscis	122641	S	1	1	2	0.00003
Paracoccus sp000787695	121874	S	1	0	1	0.00001
Lactobacillus apis	55371	S	1904	938	2842	0.04039
Lactobacillus melliventris	55401	S	1811	1363	3174	0.04511
Lactobacillus sp016100975	55419	S	630	745	1375	0.01954
Lactobacillus helsingborgensis	55384	S	538	431	969	0.01377
Lactobacillus sp945290125	55440	S	505	134	639	0.00908
Lactobacillus apis_A	55372	S	496	1035	1531	0.02176
Lactobacillus kimbladii	55396	S	472	1006	1478	0.02101
Lactobacillus sp946479925	55443	S	335	818	1153	0.01639
Lactobacillus sp946482465	55445	S	273	548	821	0.01167
Lactobacillus laiwuensis	55400	S	198	214	412	0.00586
Lactobacillus kullabergensis	55399	S	184	343	527	0.00749
Lactobacillus sp946477855	55442	S	147	322	469	0.00667
Lactobacillus kimbladii_B	55397	S	146	308	454	0.00645
Lactobacillus huangpiensis	55387	S	132	152	284	0.00404
Lactobacillus sp946482425	55444	S	125	377	502	0.00713
Lactobacillus panisapium	55405	S	109	545	654	0.00929
Lactobacillus sp003692965	55413	S	7	11	18	0.00026
Lactobacillus sp945281075	55439	S	4	0	4	0.00006
Lactobacillus sp029392095	55423	S	2	0	2	0.00003
Lactobacillus iners	55388	S	2	0	2	0.00003
Lactobacillus bombicola	55373	S	1	1	2	0.00003
Bombilactobacillus mellis	55231	S	1681	3714	5395	0.07667
Bombilactobacillus mellis_A	55232	S	698	4291	4989	0.07090
Bombilactobacillus mellifer	55230	S	35	57	92	0.00131
Apilactobacillus kunkeei	55210	S	46	93	139	0.00198
Apilactobacillus waqarii	55221	S	12	20	32	0.00045
Apilactobacillus kunkeei_E	55212	S	9	8	17	0.00024
Apilactobacillus kunkeei_F	55213	S	5	9	14	0.00020
Apilactobacillus kunkeei_C	55211	S	2	4	6	0.00009
Apilactobacillus nanyangensis	55215	S	2	38	40	0.00057
CALYQJ01 sp945273735	55234	S	45	5	50	0.00071
Limosilactobacillus sp946579075	55642	S	5	3	8	0.00011
Bifidobacterium indicum	42787	S	294	31	325	0.00462
Bifidobacterium apousia	42747	S	90	199	289	0.00411
Bifidobacterium polysaccharolyticum	42812	S	61	68	129	0.00183
Bifidobacterium choladohabitans	42770	S	25	76	101	0.00144
Bifidobacterium asteroides_J	42755	S	20	46	66	0.00094
Bifidobacterium asteroides_H	42753	S	13	46	59	0.00084
Bifidobacterium asteroides_G	42752	S	11	3	14	0.00020
Bifidobacterium asteroides_F	42751	S	9	14	23	0.00033
Bifidobacterium mizhiense	42804	S	7	14	21	0.00030
Bifidobacterium asteroides	42750	S	7	8	15	0.00021
