#Classification	SRR20002441_bracken_P.kreport
k__Bacteria	10983411
k__Bacteria|p__Proteobacteria	10955497
k__Bacteria|p__Firmicutes	22974
k__Bacteria|p__Actinobacteria	2759
k__Bacteria|p__Deinococcus-Thermus	1726
k__Bacteria|p__Tenericutes	36
k__Bacteria|p__Bacteroidetes	411
k__Bacteria|p__Fusobacteria	6
k__Bacteria|p__Chlamydiae	1
k__Eukaryota	3254
k__Eukaryota|k__Fungi	2718
k__Eukaryota|k__Fungi|p__Ascomycota	2586
k__Eukaryota|k__Fungi|p__Basidiomycota	131
k__Eukaryota|k__Metazoa	518
k__Eukaryota|k__Metazoa|p__Chordata	518
k__Eukaryota|k__Viridiplantae	14
k__Eukaryota|k__Viridiplantae|p__Streptophyta	14
k__Eukaryota|p__Apicomplexa	3
k__Viruses	40
k__Viruses|k__Heunggongvirae	40
k__Viruses|k__Heunggongvirae|p__Uroviricota	40
