name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Burkholderia contaminans	126608	S	91	1689	1780	0.12574
Burkholderia cepacia	126604	S	1	19	20	0.00141
Paraburkholderia agricolaris	127963	S	27	186	213	0.01505
Paraburkholderia phenoliruptrix	128024	S	10	60	70	0.00494
Paraburkholderia phytofirmans	128028	S	9	50	59	0.00417
Paraburkholderia sp005503145	128062	S	9	25	34	0.00240
Paraburkholderia fungorum	127991	S	3	23	26	0.00184
Paraburkholderia sp013426895	128067	S	1	4	5	0.00035
Paraburkholderia sp000745015	128047	S	1	9	10	0.00071
Aquabacterium parvum	126468	S	130	394	524	0.03702
Hylemonella sp019745555	127248	S	14	55	69	0.00487
Hylemonella sp019746735	127249	S	2	5	7	0.00049
Herbaspirillum huttiense	127116	S	7	20	27	0.00191
Cupriavidus basilensis	126906	S	3	27	30	0.00212
Cupriavidus pauculus	126932	S	1	5	6	0.00042
Alcaligenes nematophilus	126417	S	4	10	14	0.00099
Acidovorax temperans	126391	S	2	27	29	0.00205
Comamonas kerstersii	126841	S	3	9	12	0.00085
Pelomonas sp003963075	128181	S	5	17	22	0.00155
Tepidimonas aquatica	129256	S	3	12	15	0.00106
Curvibacter sp003987795	126972	S	2	6	8	0.00057
JAGOEY01 sp017997515	127363	S	1	7	8	0.00057
Polynucleobacter sp903944725	128462	S	1	0	1	0.00007
Caldimonas aquatica	126790	S	1	2	3	0.00021
Caballeronia udeis	126787	S	1	0	1	0.00007
WNDY01 sp009914555	129542	S	1	2	3	0.00021
Parazoarcus communis	130917	S	3	0	3	0.00021
UBA3065 sp945897555	131571	S	1	0	1	0.00007
Pseudomonas aeruginosa	138123	S	444	1678	2122	0.14990
Pseudomonas paraeruginosa	138137	S	15	43	58	0.00410
Stutzerimonas stutzeri	139027	S	176	927	1103	0.07792
Stutzerimonas stutzeri_AO	139038	S	51	202	253	0.01787
Stutzerimonas stutzeri_G	139046	S	12	49	61	0.00431
Stutzerimonas frequens	139002	S	9	23	32	0.00226
Stutzerimonas stutzeri_AE	139032	S	5	14	19	0.00134
Stutzerimonas stutzeri_U	139055	S	4	96	100	0.00706
Stutzerimonas stutzeri_B	139042	S	3	14	17	0.00120
Stutzerimonas stutzeri_C	139043	S	1	3	4	0.00028
Stutzerimonas balearica	138998	S	1	4	5	0.00035
Stutzerimonas sp002692525	139013	S	1	16	17	0.00120
Stutzerimonas songnenensis	139012	S	1	1	2	0.00014
Pseudomonas_E veronii	138942	S	9	60	69	0.00487
Pseudomonas_E alcaligenes	138170	S	4	21	25	0.00177
Pseudomonas_E cremoris	138265	S	3	8	11	0.00078
Pseudomonas_E putida_H	138523	S	1	11	12	0.00085
Pseudomonas_E putida_Y	138537	S	1	6	7	0.00049
Pseudomonas_E palmensis	138476	S	1	1	2	0.00014
Pseudomonas_E benzenivorans	138212	S	1	2	3	0.00021
Pseudomonas_E orientalis_B	138472	S	1	6	7	0.00049
Thiopseudomonas sp012719655	139069	S	16	5	21	0.00148
Pseudomonas_F tohonis	138977	S	5	12	17	0.00120
Pseudomonas_F otitidis	138963	S	4	6	10	0.00071
Pseudomonas_F solani	138968	S	4	3	7	0.00049
Acinetobacter ursingii	137253	S	7	30	37	0.00261
Acinetobacter ihumii	137101	S	5	11	16	0.00113
Acinetobacter towneri_A	137252	S	3	20	23	0.00162
Acinetobacter bereziniae	137066	S	3	14	17	0.00120
Acinetobacter johnsonii	137103	S	2	7	9	0.00064
Acinetobacter junii	137104	S	2	13	15	0.00106
Moraxella_A osloensis	137341	S	1	29	30	0.00212
Vreelandella sp003031405	136904	S	1	12	13	0.00092
Phytobacter diazotrophicus	133340	S	4	2	6	0.00042
Salmonella enterica	133437	S	4	4	8	0.00057
Pantoea eucalypti	133257	S	3	1	4	0.00028
Serratia_J grimesii	133479	S	2	1	3	0.00021
Providencia rettgeri_A	133377	S	1	3	4	0.00028
Leclercia adecarboxylata	133185	S	2	2	4	0.00028
Leclercia tamurae	133191	S	1	0	1	0.00007
Pluralibacter gergoviae	133347	S	3	3	6	0.00042
Citrobacter braakii	132886	S	1	1	2	0.00014
Klebsiella pneumoniae	133145	S	1	3	4	0.00028
Aeromonas caviae	132195	S	1	0	1	0.00007
CU05-9 sp943913335	140813	S	7	15	22	0.00155
CU05-9 sp936911875	140812	S	5	3	8	0.00057
Rudaea sp005503555	140631	S	1	0	1	0.00007
Aureimonas altamirensis_A	119207	S	1	15	16	0.00113
Bradyrhizobium diazoefficiens_A	120431	S	6	11	17	0.00120
Methylobacterium brachiatum	118245	S	2	6	8	0.00057
Sphingomonas koreensis	125055	S	1	3	4	0.00028
Sphingomonas sp000797515	125108	S	1	10	11	0.00078
Novosphingobium sp020853995	124514	S	2	4	6	0.00042
Sphingopyxis sp001047015	125390	S	1	0	1	0.00007
Sphingopyxis sp001468395	125397	S	1	7	8	0.00057
Paracoccus sp947496875	121915	S	1	3	4	0.00028
Paracoccus chinensis	121822	S	1	1	2	0.00014
Haematobacter massiliensis	121344	S	4	3	7	0.00049
Amaricoccus sp946221765	120979	S	3	4	7	0.00049
Elioraea sp006704265	113774	S	4	1	5	0.00035
Endobacter medicaginis	113784	S	3	1	4	0.00028
Roseomonas mucosa	114085	S	1	1	2	0.00014
Pseudoroseomonas rhizosphaerae	114003	S	1	1	2	0.00014
Skermanella stibiiresistens	114198	S	1	0	1	0.00007
Nitrospirillum amazonense_C	114177	S	1	0	1	0.00007
Staphylococcus warneri	57142	S	1478	3540	5018	0.35448
Staphylococcus warneri_A	57143	S	24	59	83	0.00586
Staphylococcus hominis	57097	S	7	8	15	0.00106
Staphylococcus sp943737015	57137	S	6	11	17	0.00120
Staphylococcus capitis	57076	S	6	8	14	0.00099
Staphylococcus argenteus	57068	S	2	5	7	0.00049
Staphylococcus epidermidis	57090	S	1	7	8	0.00057
Staphylococcus pasteuri	57109	S	1	0	1	0.00007
Streptococcus sp000187445	56205	S	28	68	96	0.00678
Streptococcus mitis_CX	56013	S	1	42	43	0.00304
Dolosigranulum pigrum	55072	S	13	5	18	0.00127
Latilactobacillus curvatus	55467	S	8	9	17	0.00120
Latilactobacillus sakei	55471	S	1	1	2	0.00014
Enterococcus_B faecium	55131	S	1	4	5	0.00035
Listeria monocytogenes_B	55775	S	1	1	2	0.00014
Planococcus glaciei	53789	S	1	13	14	0.00099
Paenibacillus_L sp007679495	56547	S	2	3	5	0.00035
Cutibacterium acnes	48418	S	300	757	1057	0.07467
Cutibacterium namnetense	48422	S	23	7	30	0.00212
Cutibacterium granulosum	48420	S	4	1	5	0.00035
Cutibacterium modestum	48421	S	2	1	3	0.00021
Cutibacterium avidum	48419	S	1	0	1	0.00007
Desertihabitans aurantiacus	48427	S	8	4	12	0.00085
Arachnia sp000619965	48368	S	1	1	2	0.00014
