#Classification	S-2-POLPIL-G_bracken_C.kreport
k__Bacteria	20760
k__Bacteria|p__Proteobacteria	18419
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	10764
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	6496
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1156
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1
k__Bacteria|p__Actinobacteria	1615
k__Bacteria|p__Actinobacteria|c__Actinomycetia	1615
k__Bacteria|p__Acidobacteria	663
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	663
k__Bacteria|p__Bacteroidetes	50
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	45
k__Bacteria|p__Bacteroidetes|c__Cytophagia	5
k__Bacteria|p__Planctomycetes	10
k__Bacteria|p__Planctomycetes|c__Planctomycetia	10
k__Eukaryota	1900
k__Eukaryota|k__Viridiplantae	1695
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1695
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	1691
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	4
k__Eukaryota|k__Metazoa	185
k__Eukaryota|k__Metazoa|p__Chordata	185
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	185
k__Eukaryota|k__Fungi	19
k__Eukaryota|k__Fungi|p__Ascomycota	19
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes	12
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	3
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	3
