#Classification	GQ54_bracken_P.kreport
k__Bacteria	4117209
k__Bacteria|p__Firmicutes	2246391
k__Bacteria|p__Actinobacteria	33709
k__Bacteria|p__Bacteroidetes	1738401
k__Bacteria|p__Verrucomicrobia	97358
k__Bacteria|p__Proteobacteria	1272
k__Bacteria|p__Fusobacteria	39
k__Bacteria|p__Spirochaetes	34
k__Bacteria|p__Candidatus_Saccharibacteria	1
k__Eukaryota	1
k__Eukaryota|k__Viridiplantae	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1
k__Viruses	935
k__Viruses|k__Heunggongvirae	935
k__Viruses|k__Heunggongvirae|p__Uroviricota	935
