feature	Actinomycetaceae	Anoxybacillaceae	Azospirillaceae	Bacillaceae	Bacteroidaceae	Bifidobacteriaceae	Burkholderiaceae	Caulobacteraceae	Chitinophagaceae	Dermatophilaceae	Effusibacillaceae	Enterobacteriaceae	Halomonadaceae	Lactobacillaceae	Listeriaceae	Microbacteriaceae	Micrococcaceae	Moraxellaceae	Mycobacteriaceae	NICIL.2	Neisseriaceae	Pasteurellaceae	Propionibacteriaceae	Pseudomonadaceae	Rhizobiaceae	Rhodobacteraceae	Rhodocyclaceae	Sphingomonadaceae	Staphylococcaceae	Streptococcaceae	Thermaceae	Xanthomonadaceae
SRR20002340	0	0	0.0117308859765025	0	0	0	0.148751919437203	0	0	0	0	0	0	0.00401742670428168	0	0	0.00339249366139342	0.0195336213977074	0.0113380709209728	0	0	0	0.0609756097560976	0.740259972145841	0	0	0	0	0	0	0	0
SRR20002343	0	0.0181523718416702	0.00331294212421016	0	0	0	0.0999538470575401	0	0.0112831357148252	0.00223548070387433	0.00581023588349319	0	0.00121508110330707	0	0	0.00460354622426973	0.00392383925349713	0.018625649287986	0.0102728058471582	0.024551687099833	0	0	0.0593140833606055	0.485473571146859	0.00170681972660675	0	0.00354286769210113	0.00180248218915993	0.142782099371481	0.000745160234624777	0.100692294136898	0
SRR20002345	0	0.00601744485421123	0.0129056984524894	0	0	0	0.175265903014328	0.00106243881199787	0.00384954823537387	0	0.00417544971144683	0.0105253140712525	0.000906006103482844	0	0	0.00168425882834509	0.00342457271057472	0.0179050270954487	0.0287536354309656	0.00385085184127816	0	0	0.25424486672585	0.405619584332221	0.00118237055519272	0	0.0020179819398438	0.0020505720874511	0.0040998405689979	0	0.0595917367028939	0.000866897926354088
SRR20002351	0.0125170721457624	0	0	0.000988058252912896	0	0	0.124010065687113	0	0	0.0015383691785859	0	0.0101807521249506	0.00110812609124155	0.00291414649276841	0.00166093843021307	0	0.00446001991124986	0.0132249721092417	0.0311200828468084	0	0.0327960297568126	0.00215871967661729	0.198164462921551	0.491675296542547	0.00275155462836503	0.00105309499867425	0	0.00273154332197692	0.0107735870766983	0.0541731078059103	0	0
SRR20002352	0	0	0	0	0	0	0.0233826529463882	0	0	0.000293625963492164	0	0.000298741398396209	0	0	0	0	0.000360126617244745	0.00240936983980504	0.00104457180740592	0	0	0	0.0149677625292347	0.101862632157261	0	0	0	0.000497220272673142	0.84930644933571	0.00471336172058676	0	0.000863485411802741
SRR20002353	0	0	0.00207264823992823	0	0	0	0.167193624687543	0	0	0.00250444995657994	0	0	0	0	0	0	0.00197189450604283	0.0177854329291989	0	0	0	0	0.040910813754324	0.751829160049705	0.00284029573619794	0	0	0.00264838386213051	0	0	0.000676489356087685	0.0095668069222613
SRR20002355	0	0	0	0	0	0	0.156034590800852	0	0	0	0	0	0	0	0	0	0.00318335631031458	0.00589046246396792	0.00481263316205038	0	0	0	0.0924175961899987	0.732886326607344	0.00236871788444667	0	0	0	0	0	0	0.00240631658102519
SRR20002356	0.00422495289861113	0.00129716391283325	0	0	0	0	0.00563882821748337	0	0.00123047168081098	0	0	0.0132984310652417	0	0	0	0	0.000740283775447255	0	0.000506860963369292	0.00221084749153842	0	0	0.0119845940944029	0.935408573286426	0	0	0	0	0	0.0107607916367941	0.0126982009770412	0
SRR20002360	0.00202717620376132	0	0.00614174176585111	0.00479698131385103	0	0	0.11735543825141	0	0	0	0	0	0	0	0	0	0.0123637677377918	0.00851012584549305	0.00905204423659756	0	0	0	0.100525861549887	0.734389739678462	0.00116412098829858	0	0	0.00190674989462698	0.00176625253397025	0	0	0
SRR20002363	0	0	0	0	0	0	0.020058616099173	0	0	0	0	0	0	0	0	0	0	0.00114600879068374	0.00319739914862972	0	0	0	0.00356843824853388	0.0879108767544292	0.000299485680949075	0	0	0.000307564292766584	0.867380354316373	0.0157913779284247	0.00011944804615888	0.000220430693877739
SRR20002365	0	0	0	0	0	0	0.132009701365816	0	0	0	0	0	0	0	0	0.00197679745995944	0.0171504000051262	0.0122901054398775	0.0138407861053886	0	0.00188388477545567	0	0.172865651462093	0.637256064154607	0.00291233207634219	0	0	0.00292514761903236	0.0033608760704983	0	0.00152825346580333	0
SRR20002368	0	0	0.000212966111216778	0	0	0	0.0158858031649702	0	0	0.000353229998259553	0	0	0.000363511120870018	0	0	0	0.000392151390999171	0.00150471573063165	0.00069911633751163	0	0	0	0.00736642435039828	0.0739234746669467	0.000210028647613788	0	0	0.000259965528864619	0.898828612951718	0	0	0
SRR20002369	0	0	0	0	0.00121203694748041	0.184326337169939	0	0	0	0	0	0.112973329142083	0	0.00826663603830158	0	0	0	0	0	0	0	0.667249008608183	0.000610552277783151	0.00123319469968082	0	0	0	0	0.024128905116549	0	0	0
SRR20002371	0	0.0115310007902867	0.0136863280408075	0	0	0	0.0323658308786551	0	0.0121057547237589	0	0	0.037179395071485	0	0	0	0	0	0	0.00506501903872405	0.0279833321359293	0	0	0.0977440908111215	0.25713054098714	0	0	0	0	0.157841798979812	0.239492779653711	0.10787412888857	0
SRR20002373	0	0.0166523227188119	0.00451534135260092	0	0	0	0.14898624982487	0	0.00912275083561836	0.00341852971198687	0.0075535896563457	0	0	0	0	0	0	0.0153113303844845	0.00821407841802934	0.0110361667634049	0	0	0.0428917398875168	0.626263434941857	0.00236174769329304	0	0.00342253267417889	0.00220162920561215	0.0012128975441827	0	0.0968356583872065	0
SRR20002375	0	0.0072262533966377	0.00373256890322195	0	0	0	0.135308111121065	0	0.00536494570356435	0	0.00458857137169419	0.00146316701006301	0	0	0	0	0.00507629370838186	0.0120736162122886	0.0240078831855236	0.00834104730906666	0	0	0.0620800859983875	0.663073447002498	0.00252819333711567	0	0	0.00172195845401973	0.00221963430778266	0	0.0611942229786895	0
SRR20002377	0	0	0	0	0	0	0.0290808429574949	0	0	0	0	0	0	0	0	0	0.00598285510179783	0	0	0	0	0	0.0434277890225027	0.204994642219312	0	0	0	0	0.716513870698893	0	0	0
SRR20002378	0	0	0.00836476535037077	0	0	0	0.131065096348754	0	0	0	0	0	0	0	0	0	0	0.00633772098632387	0	0	0	0	0.0307905473019783	0.823441870012573	0	0	0	0	0	0	0	0
SRR20002379	0	0	0.0019413680781759	0	0	0	0.174717915309446	0	0	0	0	0	0.00184495114006515	0	0	0	0.00230358306188925	0.0171517915309446	0.00317915309446254	0	0	0	0.0170970684039088	0.770115960912052	0.00314527687296417	0	0	0.00294983713355049	0	0	0	0.00555309446254072
SRR20002380	0	0	0.000239606387064913	0.000937391399776855	0	0.000594443326687762	0.0027755930715344	0	0	0	0	0	0	0	0	0	0	0.000165529603277669	0	0	0	0	0.000721562745779452	0.0161231320761619	0	0	0.000261555063742615	0	0.977733982038666	0	0	0.000447204287308178
SRR20002382	0.00152818408068812	0.0271240545877056	0.00214188340198033	0	0	0	0.124348096076691	0.0011522022830585	0.0173072911360472	0	0.00889742731422861	0	0	0	0	0	0.00877614286338034	0.0175425829706928	0.00557908473902012	0.0311094616425796	0	0.000996958185972726	0.052732053539808	0.535994799322748	0	0	0.00554269940376564	0.00403634652423021	0.0024232633279483	0.00155244097085777	0.151215027628598	0
SRR20002384	0	0.00475120844757154	0.00218016053909424	0.00124423303493762	0	0	0.0445391382860415	0	0.004233695592332	0	0.00227925874541671	0	0	0	0	0	0	0.00224622600997589	0.637080346623504	0.0121230139067816	0	0	0.0201059249716469	0.221319327453506	0.000913905680529405	0	0	0	0.00199297503826292	0	0.0439170217685727	0.00107356390182671
SRR20002386	0	0	0	0	0	0	0.138117748173614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0963472281908036	0.765535023635582	0	0	0	0	0	0	0	0
SRR20002388	0	0.00558506394328311	0.025159383287361	0	0.00169451599911855	0	0.135318120682974	0	0.00266715298515969	0	0.00495436964764705	0	0.00144375802615482	0	0	0	0.00645891748542944	0.0154938032385772	0.00265955425870624	0.00163372618749098	0	0	0.0404480209116952	0.669683361068685	0.00190728033981505	0	0	0.00735556720693612	0	0.0221198927059825	0.0554175120249846	0
