name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Lactobacillus helsingborgensis	55384	S	1870	1630	3500	0.06391
Lactobacillus melliventris	55401	S	1839	1507	3346	0.06109
Lactobacillus sp945290125	55440	S	743	202	945	0.01725
Lactobacillus apis	55371	S	684	367	1051	0.01919
Lactobacillus sp016100975	55419	S	426	549	975	0.01780
Lactobacillus kimbladii	55396	S	270	628	898	0.01640
Lactobacillus sp946477855	55442	S	243	567	810	0.01479
Lactobacillus apis_A	55372	S	171	389	560	0.01022
Lactobacillus sp946479925	55443	S	170	453	623	0.01138
Lactobacillus laiwuensis	55400	S	161	192	353	0.00645
Lactobacillus sp946482465	55445	S	155	339	494	0.00902
Lactobacillus kimbladii_B	55397	S	143	330	473	0.00864
Lactobacillus kullabergensis	55399	S	135	275	410	0.00749
Lactobacillus sp946482425	55444	S	130	454	584	0.01066
Lactobacillus huangpiensis	55387	S	102	125	227	0.00414
Lactobacillus sp003692965	55413	S	6	4	10	0.00018
Lactobacillus bombicola	55373	S	1	0	1	0.00002
Bombilactobacillus mellis	55231	S	3356	4304	7660	0.13986
Bombilactobacillus mellis_A	55232	S	1055	3102	4157	0.07590
Bombilactobacillus mellifer	55230	S	501	355	856	0.01563
Apilactobacillus kunkeei	55210	S	39	65	104	0.00190
Apilactobacillus kunkeei_E	55212	S	9	7	16	0.00029
Apilactobacillus kunkeei_F	55213	S	8	12	20	0.00037
Apilactobacillus waqarii	55221	S	2	2	4	0.00007
Gilliamella sp946481345	133105	S	2465	4859	7324	0.13373
Gilliamella apicola_N	133081	S	2072	1153	3225	0.05888
Gilliamella sp946482005	133106	S	1447	2680	4127	0.07535
Gilliamella apicola	133069	S	1215	449	1664	0.03038
Gilliamella apis_A	133086	S	739	849	1588	0.02900
Gilliamella apis	133085	S	226	148	374	0.00683
Gilliamella sp002142215	133091	S	142	99	241	0.00440
Gilliamella sp946480175	133104	S	124	46	170	0.00310
Gilliamella apicola_Q	133083	S	79	49	128	0.00234
Gilliamella apicola_R	133084	S	78	89	167	0.00305
Gilliamella sp945271295	133099	S	36	1	37	0.00068
Gilliamella bombi	133087	S	14	1104	1118	0.02041
Gilliamella sp945273075	133100	S	5	47	52	0.00095
Gilliamella apicola_L	133079	S	3	0	3	0.00005
Gilliamella apicola_P	133082	S	3	2	5	0.00009
Gilliamella intestini	133089	S	2	2	4	0.00007
Gilliamella apicola_A	133070	S	1	0	1	0.00002
Frischella perrara	133059	S	2041	222	2263	0.04132
Enterobacter_D kobei_A	133001	S	122	206	328	0.00599
Enterobacter_D sp001888805	133002	S	1	0	1	0.00002
Enterobacter_D sp019218745	133003	S	1	0	1	0.00002
Pantoea agglomerans	133241	S	3	1	4	0.00007
Scandinavium sp002470465	133443	S	2	0	2	0.00004
Enterobacter sp019968765	132992	S	1	0	1	0.00002
Snodgrassella alvi	130431	S	815	154	969	0.01769
Snodgrassella sp946481965	130443	S	76	35	111	0.00203
Snodgrassella alvi_G	130436	S	28	11	39	0.00071
