#Classification	SRR5091553_bracken_P.kreport
k__Bacteria	1477045
k__Bacteria|p__Bacteroidetes	743447
k__Bacteria|p__Firmicutes	654747
k__Bacteria|p__Actinobacteria	65942
k__Bacteria|p__Proteobacteria	12840
k__Bacteria|p__Verrucomicrobia	53
k__Bacteria|p__Fusobacteria	6
k__Bacteria|p__Candidatus_Saccharibacteria	3
k__Bacteria|p__Spirochaetes	2
k__Bacteria|p__Synergistetes	2
k__Eukaryota	12
k__Eukaryota|k__Viridiplantae	6
k__Eukaryota|k__Viridiplantae|p__Streptophyta	6
k__Eukaryota|k__Fungi	6
k__Eukaryota|k__Fungi|p__Ascomycota	6
k__Viruses	51
k__Viruses|k__Heunggongvirae	51
k__Viruses|k__Heunggongvirae|p__Uroviricota	51
