#Classification	SRR5091482_bracken_P.kreport
k__Bacteria	24222185
k__Bacteria|p__Bacteroidetes	12174036
k__Bacteria|p__Firmicutes	11028127
k__Bacteria|p__Actinobacteria	281419
k__Bacteria|p__Proteobacteria	737473
k__Bacteria|p__Verrucomicrobia	910
k__Bacteria|p__Fusobacteria	161
k__Bacteria|p__Spirochaetes	38
k__Bacteria|p__Candidatus_Saccharibacteria	15
k__Bacteria|p__Synergistetes	1
k__Bacteria|p__Elusimicrobia	1
k__Eukaryota	30676
k__Eukaryota|k__Viridiplantae	29716
k__Eukaryota|k__Viridiplantae|p__Streptophyta	29716
k__Eukaryota|k__Fungi	951
k__Eukaryota|k__Fungi|p__Ascomycota	922
k__Eukaryota|k__Fungi|p__Basidiomycota	28
k__Eukaryota|p__Euglenozoa	9
k__Archaea	15
k__Archaea|p__Candidatus_Thermoplasmatota	12
k__Archaea|p__Euryarchaeota	3
k__Viruses	4472
k__Viruses|k__Heunggongvirae	4472
k__Viruses|k__Heunggongvirae|p__Uroviricota	4472
