#Classification	S-23-POLJUN-G_bracken_O.kreport
k__Bacteria	271867
k__Bacteria|p__Proteobacteria	187802
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	172479
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	148881
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	21461
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	998
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	333
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	779
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	9
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales	15
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	11750
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	11748
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	2
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	3483
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	1584
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	475
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	1369
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	21
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	32
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	87
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	87
k__Bacteria|p__Proteobacteria|c__Oligoflexia	1
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales	1
k__Bacteria|p__Cyanobacteria	61415
k__Bacteria|p__Cyanobacteria|o__Nostocales	61305
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales	83
k__Bacteria|p__Cyanobacteria|o__Chroococcales	15
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales	8
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales	2
k__Bacteria|p__Actinobacteria	17939
k__Bacteria|p__Actinobacteria|c__Actinomycetia	17524
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	13440
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	664
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	288
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales	1245
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	507
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	135
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	52
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Catenulisporales	1081
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales	2
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	106
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	412
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales	412
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	2
