#Classification	GQ44_bracken_P.kreport
k__Bacteria	25926099
k__Bacteria|p__Firmicutes	11983412
k__Bacteria|p__Actinobacteria	5183838
k__Bacteria|p__Cyanobacteria	635
k__Bacteria|p__Tenericutes	621
k__Bacteria|p__Deinococcus-Thermus	451
k__Bacteria|p__Chloroflexi	333
k__Bacteria|p__Armatimonadetes	12
k__Bacteria|p__Bacteroidetes	6800542
k__Bacteria|p__Chlorobi	190
k__Bacteria|p__Ignavibacteriae	38
k__Bacteria|p__Rhodothermaeota	24
k__Bacteria|p__Balneolaeota	4
k__Bacteria|p__Fibrobacteres	85
k__Bacteria|p__Gemmatimonadetes	21
k__Bacteria|p__Verrucomicrobia	1666503
k__Bacteria|p__Planctomycetes	754
k__Bacteria|p__Kiritimatiellaeota	158
k__Bacteria|p__Chlamydiae	19
k__Bacteria|p__Candidatus_Omnitrophica	7
k__Bacteria|p__Proteobacteria	283469
k__Bacteria|p__Spirochaetes	3502
k__Bacteria|p__Synergistetes	621
k__Bacteria|p__Fusobacteria	465
k__Bacteria|p__Acidobacteria	134
k__Bacteria|p__Candidatus_Saccharibacteria	115
k__Bacteria|p__Candidatus_Absconditabacteria	3
k__Bacteria|p__Thermotogae	56
k__Bacteria|p__Nitrospirae	22
k__Bacteria|p__Aquificae	12
k__Bacteria|p__Deferribacteres	11
k__Bacteria|p__Atribacterota	9
k__Bacteria|p__Dictyoglomi	7
k__Bacteria|p__Caldiserica	6
k__Bacteria|p__Calditrichaeota	5
k__Bacteria|p__Elusimicrobia	3
k__Bacteria|p__Thermodesulfobacteria	1
k__Bacteria|p__Chrysiogenetes	1
k__Archaea	1454200
k__Archaea|p__Euryarchaeota	1454171
k__Archaea|p__Candidatus_Thermoplasmatota	14
k__Archaea|p__Crenarchaeota	7
k__Archaea|p__Thaumarchaeota	5
k__Archaea|p__Candidatus_Lokiarchaeota	2
k__Eukaryota	26614
k__Eukaryota|k__Viridiplantae	17928
k__Eukaryota|k__Viridiplantae|p__Streptophyta	17893
k__Eukaryota|k__Viridiplantae|p__Chlorophyta	35
k__Eukaryota|k__Metazoa	7918
k__Eukaryota|k__Metazoa|p__Chordata	7918
k__Eukaryota|k__Fungi	193
k__Eukaryota|k__Fungi|p__Ascomycota	163
k__Eukaryota|k__Fungi|p__Basidiomycota	29
k__Eukaryota|p__Evosea	505
k__Eukaryota|p__Apicomplexa	49
k__Eukaryota|p__Bacillariophyta	8
k__Eukaryota|p__Euglenozoa	10
k__Viruses	8265
k__Viruses|k__Heunggongvirae	7997
k__Viruses|k__Heunggongvirae|p__Uroviricota	7997
k__Viruses|k__Shotokuvirae	265
k__Viruses|k__Shotokuvirae|p__Cressdnaviricota	264
k__Viruses|k__Shotokuvirae|p__Cossaviricota	1
k__Viruses|k__Bamfordvirae	2
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota	2
k__Viruses|k__Orthornavirae	1
k__Viruses|k__Orthornavirae|p__Kitrinoviricota	1
