name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Corynebacterium freneyi	46047	S	392	26548	26940	0.03755
Corynebacterium pseudogenitalium	46125	S	36	3949	3985	0.00555
Corynebacterium imitans	46066	S	7	1290	1297	0.00181
Corynebacterium evansiae	46035	S	7	3408	3415	0.00476
Corynebacterium sp025152525	46179	S	5	196	201	0.00028
Corynebacterium coyleae	46023	S	3	177	180	0.00025
Corynebacterium jeikeium	46070	S	2	841	843	0.00117
Corynebacterium sp937999985	46209	S	2	416	418	0.00058
Corynebacterium tuscaniense	46252	S	2	311	313	0.00044
Corynebacterium sp001831515	46148	S	2	389	391	0.00054
Corynebacterium dentalis	46027	S	1	153	154	0.00021
Corynebacterium sp943913395	46214	S	1	117	118	0.00016
Corynebacterium otitidis	46111	S	1	11	12	0.00002
Corynebacterium sp001875725	46151	S	1	72	73	0.00010
Corynebacterium urealyticum	46256	S	1	278	279	0.00039
Lawsonella clevelandensis_A	46365	S	193	8743	8936	0.01245
Lawsonella clevelandensis	46364	S	2	14	16	0.00002
Lawsonella sp018376445	46367	S	1	61	62	0.00009
Mycobacterium sp018326285	46715	S	1	47	48	0.00007
Gordonia sputi	46350	S	1	19	20	0.00003
Gordonia bronchialis	46300	S	1	24	25	0.00003
Rhodococcus sp012726205	47069	S	1	16	17	0.00002
CANKBT01 sp947479995	47576	S	1	48	49	0.00007
Cutibacterium acnes	48418	S	571	103638	104209	0.14524
Cutibacterium namnetense	48422	S	34	643	677	0.00094
Cutibacterium modestum	48421	S	21	624	645	0.00090
Arachnia sp936941515	48389	S	2	256	258	0.00036
Marmoricola_A sp011299595	48082	S	1	24	25	0.00003
Brevibacterium sandarakinum	42964	S	7	221	228	0.00032
Microbacterium sp003248605	44294	S	10	79	89	0.00012
Curtobacterium sp016267665	43872	S	1	7	8	0.00001
Bifidobacterium bifidum	42758	S	3	316	319	0.00044
Bifidobacterium vaginale	42885	S	2	55	57	0.00008
Dermacoccus nishinomiyaensis	43368	S	9	605	614	0.00086
Arthrobacter_D pityocampae	45021	S	1	44	45	0.00006
Rothia amarae	45224	S	1	108	109	0.00015
Brachybacterium sp001969445	43315	S	2	12	14	0.00002
Brachybacterium squillarum	43329	S	1	13	14	0.00002
Pseudokineococcus lusitanus	45332	S	1	15	16	0.00002
Thermobispora bispora	50326	S	1	38	39	0.00005
Rubrobacter_B sp020253895	52159	S	1	135	136	0.00019
Stutzerimonas stutzeri_AO	139038	S	146	25407	25553	0.03561
Stutzerimonas stutzeri	139027	S	68	16096	16164	0.02253
Stutzerimonas stutzeri_G	139046	S	5	526	531	0.00074
Stutzerimonas stutzeri_AC	139030	S	3	326	329	0.00046
Stutzerimonas stutzeri_AE	139032	S	1	92	93	0.00013
Stutzerimonas frequens	139002	S	1	70	71	0.00010
Stutzerimonas sp004010935	139018	S	1	80	81	0.00011
Stutzerimonas stutzeri_AN	139037	S	1	22	23	0.00003
Pseudomonas aeruginosa	138123	S	186	35237	35423	0.04937
Pseudomonas paraeruginosa	138137	S	3	383	386	0.00054
Pseudomonas knackmussii	138128	S	2	419	421	0.00059
Pseudomonas_E alcaligenes	138170	S	6	608	614	0.00086
Pseudomonas_E chengduensis	138244	S	2	416	418	0.00058
Pseudomonas_E fulva	138356	S	2	19	21	0.00003
Pseudomonas_E benzenivorans	138212	S	2	155	157	0.00022
Pseudomonas_E chaetocerotis	138243	S	1	83	84	0.00012
Pseudomonas_E fluorescens	138296	S	1	51	52	0.00007
Pseudomonas_E veronii	138942	S	1	77	78	0.00011
Pseudomonas_E entomophila_C	138280	S	1	35	36	0.00005
Pseudomonas_E cremoris	138265	S	1	15	16	0.00002
Pseudomonas_F otitidis	138963	S	2	121	123	0.00017
Thiopseudomonas sp012719655	139069	S	1	2	3	0.00000
Acinetobacter bereziniae	137066	S	1	185	186	0.00026
Acinetobacter ihumii	137101	S	1	75	76	0.00011
Vreelandella stevensii	136926	S	1	144	145	0.00020
Neptuniibacter sp946221045	137589	S	4	91	95	0.00013
Aquabacterium parvum	126468	S	201	9688	9889	0.01378
Aquabacterium sp001770775	126472	S	2	283	285	0.00040
Aquabacterium sp017989885	126485	S	1	19	20	0.00003
Paraburkholderia phytofirmans	128028	S	22	459	481	0.00067
Paraburkholderia phenoliruptrix	128024	S	2	142	144	0.00020
Paraburkholderia agricolaris	127963	S	1	18	19	0.00003
Paraburkholderia sp005503145	128062	S	1	10	11	0.00002
Hylemonella sp019745555	127248	S	4	275	279	0.00039
Cupriavidus basilensis	126906	S	1	166	167	0.00023
Cupriavidus sp026627925	126958	S	1	12	13	0.00002
Alcaligenes faecalis	126415	S	1	12	13	0.00002
Herbaspirillum huttiense	127116	S	2	53	55	0.00008
Tepidimonas aquatica	129256	S	1	128	129	0.00018
Tepidimonas sp020723845	129261	S	1	20	21	0.00003
Acidovorax temperans	126391	S	1	215	216	0.00030
Acidovorax facilis	126353	S	1	55	56	0.00008
Saezia sanguinis	129074	S	2	33	35	0.00005
Curvibacter sp003987795	126972	S	2	205	207	0.00029
Comamonas aquatica	126835	S	1	47	48	0.00007
Caballeronia udeis	126787	S	2	8	10	0.00001
Pelomonas sp021738245	128190	S	1	12	13	0.00002
Hydrogenophaga sp030604135	127218	S	1	11	12	0.00002
Ideonella sp016213265	127276	S	1	103	104	0.00014
Pandoraea cepalis	127932	S	1	94	95	0.00013
Giesbergeria sp024710165	127097	S	1	54	55	0.00008
Hydrogenophilus thermoluteolus	130841	S	4	185	189	0.00026
Hydrogenophilus thiooxidans	130842	S	1	11	12	0.00002
Tepidiphilus succinatimandens	131059	S	1	168	169	0.00024
Parazoarcus communis	130917	S	1	7	8	0.00001
CAJPTP01 sp905373555	130305	S	1	1	2	0.00000
Klebsiella michiganensis	133140	S	11	885	896	0.00125
Salmonella enterica	133437	S	1	64	65	0.00009
Pararheinheimera mesophila	132553	S	1	20	21	0.00003
Stenotrophomonas maltophilia_AR	141148	S	2	86	88	0.00012
Pseudoxanthomonas taiwanensis	141040	S	3	225	228	0.00032
Xanthomonas campestris	141272	S	1	10	11	0.00002
Coralloluteibacterium stylophorae	140823	S	1	63	64	0.00009
Sphingopyxis sp001468265	125395	S	2	139	141	0.00020
Sphingopyxis sp022701295	125431	S	1	8	9	0.00001
Sphingopyxis sp016463225	125419	S	1	48	49	0.00007
Sphingomonas koreensis	125055	S	2	23	25	0.00003
Sphingomonas sp002083655	125140	S	1	5	6	0.00001
Sphingobium yanoikuyae_A	124910	S	1	64	65	0.00009
Agrobacterium oryzihabitans	119062	S	1	54	55	0.00008
Bradyrhizobium sp001556045	120526	S	1	19	20	0.00003
Brevundimonas pondensis	114374	S	1	16	17	0.00002
Elioraea sp006704265	113774	S	1	10	11	0.00002
Skermanella aerolata	114193	S	1	2	3	0.00000
Staphylococcus epidermidis	57090	S	2496	455686	458182	0.63858
Staphylococcus capitis	57076	S	5	169	174	0.00024
Staphylococcus condimenti	57082	S	2	64	66	0.00009
Staphylococcus argenteus	57068	S	1	80	81	0.00011
Staphylococcus borealis	57072	S	1	18	19	0.00003
Staphylococcus sp025558585	57136	S	1	37	38	0.00005
Staphylococcus saccharolyticus	57118	S	1	31	32	0.00004
Gemella sp900766305	56999	S	5	152	157	0.00022
Limosilactobacillus fermentum	55598	S	29	861	890	0.00124
Lactobacillus iners	55388	S	1	29	30	0.00004
Latilactobacillus curvatus	55467	S	1	42	43	0.00006
Streptococcus sp000187445	56205	S	2	128	130	0.00018
Lactococcus cremoris	55805	S	1	120	121	0.00017
Brochothrix thermosphacta	55757	S	2	5	7	0.00001
Enterococcus faecalis	55088	S	3	267	270	0.00038
Bacillus spizizenii	53509	S	1	28	29	0.00004
Bacillus_J hisashii	54033	S	2	29	31	0.00004
Marinococcus sp947493875	54728	S	1	2	3	0.00000
Lentibacillus lipolyticus	54428	S	1	83	84	0.00012
Fusobacterium animalis	102578	S	6	410	416	0.00058
Prevotella bivia	77340	S	7	1142	1149	0.00160
Prevotella corporis	77361	S	2	227	229	0.00032
Prevotella histicola	77370	S	2	76	78	0.00011
Prevotella colorans	77348	S	1	34	35	0.00005
Prevotella buccalis	77345	S	1	78	79	0.00011
Phocaeicola sp900546645	77278	S	1	57	58	0.00008
Porphyromonas sp947254915	80806	S	1	17	18	0.00003
Alistipes putredinis	80998	S	1	158	159	0.00022
Paludibacter sp937927845	80467	S	1	35	36	0.00005
Clostridium_A leptum	64444	S	33	3231	3264	0.00455
Faecalibacterium avium	68300	S	1	4	5	0.00001
Anaerostipes hadrus	60625	S	1	142	143	0.00020
Peptostreptococcus anaerobius	70059	S	3	146	149	0.00021
Petroclostridium xylanilyticum	70167	S	1	45	46	0.00006
Thermosinus thermophilus	72903	S	2	119	121	0.00017
Deinococcus fonticola	98769	S	2	1	3	0.00000
Deinococcus wulumuqiensis	98829	S	1	6	7	0.00001
REEB421 sp018970845	112215	S	1	1	2	0.00000
Jonquetella anthropi	143200	S	1	10	11	0.00002
Peptococcus niger	72365	S	1	27	28	0.00004
