#Classification	SRR5091540_bracken_P.kreport
k__Bacteria	340947
k__Bacteria|p__Bacteroidetes	173375
k__Bacteria|p__Firmicutes	156967
k__Bacteria|p__Actinobacteria	1476
k__Bacteria|p__Proteobacteria	9081
k__Bacteria|p__Verrucomicrobia	13
k__Bacteria|p__Synergistetes	23
k__Bacteria|p__Fusobacteria	6
k__Bacteria|p__Spirochaetes	2
k__Bacteria|p__Candidatus_Saccharibacteria	1
k__Eukaryota	69
k__Eukaryota|k__Viridiplantae	65
k__Eukaryota|k__Viridiplantae|p__Streptophyta	65
k__Eukaryota|k__Fungi	3
k__Eukaryota|k__Fungi|p__Basidiomycota	2
k__Eukaryota|k__Fungi|p__Ascomycota	1
k__Viruses	223
k__Viruses|k__Heunggongvirae	223
k__Viruses|k__Heunggongvirae|p__Uroviricota	223
