#Classification	SRR20002474_bracken_O.kreport
k__Bacteria	2041746
k__Bacteria|p__Proteobacteria	1736513
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1612509
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	1527445
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	67460
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	11328
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	3163
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	2160
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	347
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	242
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	141
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	70
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	146
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	1
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	94631
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	94495
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	49
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	82
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	3
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	28675
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	13913
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	6572
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	5014
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	2308
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	866
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia	697
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia|o__Hydrogenophilales	697
k__Bacteria|p__Firmicutes	152323
k__Bacteria|p__Firmicutes|c__Bacilli	147911
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	131119
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	16791
k__Bacteria|p__Firmicutes|c__Clostridia	4052
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	4052
k__Bacteria|p__Firmicutes|c__Negativicutes	244
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	137
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	103
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	3
k__Bacteria|p__Firmicutes|c__Tissierellia	77
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	77
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	38
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	38
k__Bacteria|p__Actinobacteria	140006
k__Bacteria|p__Actinobacteria|c__Actinomycetia	139233
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	79618
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	47715
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	10491
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	1014
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	320
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales	43
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	26
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	3
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	1
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	767
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	746
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	21
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	4
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Miltoncostaeales	4
k__Bacteria|p__Deinococcus-Thermus	489
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci	489
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales	434
