#Classification	GQ44_bracken_P.kreport
k__Bacteria	9908501
k__Bacteria|p__Firmicutes	5269599
k__Bacteria|p__Actinobacteria	1810240
k__Bacteria|p__Bacteroidetes	1985891
k__Bacteria|p__Verrucomicrobia	680309
k__Bacteria|p__Proteobacteria	162088
k__Bacteria|p__Spirochaetes	351
k__Bacteria|p__Synergistetes	18
k__Bacteria|p__Candidatus_Saccharibacteria	2
k__Archaea	493500
k__Archaea|p__Euryarchaeota	493500
k__Eukaryota	79
k__Eukaryota|k__Viridiplantae	79
k__Eukaryota|k__Viridiplantae|p__Streptophyta	79
k__Viruses	211
k__Viruses|k__Heunggongvirae	211
k__Viruses|k__Heunggongvirae|p__Uroviricota	211
