name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Lichenicoccus roseus	113922	S	3666	17770	21436	0.26246
Acidisoma sp009765865	113615	S	1549	4466	6015	0.07365
LMUY01 sp009765685	113921	S	121	1541	1662	0.02035
Lichenicola cladoniae	113923	S	17	161	178	0.00218
Lichenicola sp903844135	113925	S	5	85	90	0.00110
CAIQQQ01 sp025352665	113718	S	4	61	65	0.00080
BOG-908 sp937873095	113678	S	3	7	10	0.00012
CAHJXG01 sp903644035	113707	S	1	4	5	0.00006
CAHJXG01 sp937858325	113708	S	1	2	3	0.00004
Rhodopila sp001898425	114015	S	1	41	42	0.00051
Rhodopila sp903915725	114038	S	1	1	2	0.00002
CAJCJG01 sp903970625	113745	S	1	8	9	0.00011
Acidocella atsumiense_A	113622	S	1	0	1	0.00001
JANXTF01 sp025350425	113895	S	1	5	6	0.00007
PALSA-911 sp903847525	113981	S	1	173	174	0.00213
Methylobacterium sp022829365	118326	S	606	7072	7678	0.09401
Methylobacterium sp022829385	118327	S	82	792	874	0.01070
Methylobacterium sp022829585	118333	S	36	381	417	0.00511
Methylobacterium sp008039875	118308	S	35	457	492	0.00602
Methylobacterium sp022829515	118331	S	14	172	186	0.00228
Methylobacterium sp022829635	118335	S	4	55	59	0.00072
Methylobacterium sp001455965	118303	S	2	20	22	0.00027
Methylobacterium sp022829295	118324	S	2	19	21	0.00026
Methylobacterium sp022829725	118337	S	2	20	22	0.00027
Methylobacterium sp022829405	118328	S	1	13	14	0.00017
Methylobacterium mesophilicum	118269	S	1	60	61	0.00075
Methylobacterium sp010692745	118311	S	1	8	9	0.00011
Lichenihabitans flavocetrariae	118233	S	51	84	135	0.00165
Lichenihabitans minor	118234	S	6	61	67	0.00082
Lichenihabitans psoromatis	118235	S	1	5	6	0.00007
Lichenihabitans ramalinae	118236	S	1	9	10	0.00012
Lichenihabitans sp937871825	118238	S	1	1	2	0.00002
RH-AL1 sp009765775	118495	S	29	206	235	0.00288
RH-AL1 sp901457705	118497	S	19	334	353	0.00432
28-YEA-48 sp029222685	118036	S	2	24	26	0.00032
Bradyrhizobium sp009766005	120549	S	7	105	112	0.00137
Bradyrhizobium erythrophlei_A	120443	S	6	110	116	0.00142
Bradyrhizobium erythrophlei_D	120446	S	3	45	48	0.00059
Bradyrhizobium sp018449695	120574	S	2	21	23	0.00028
Bradyrhizobium sp028290305	120629	S	1	6	7	0.00009
Bradyrhizobium ottawaense_A	120495	S	1	20	21	0.00026
Bradyrhizobium sp029761915	120639	S	1	20	21	0.00026
Bradyrhizobium sp023101685	120607	S	1	25	26	0.00032
Bradyrhizobium sp005884765	120545	S	1	27	28	0.00034
Pseudolabrys sp903891395	120775	S	2	5	7	0.00009
Rhizobium rhododendri	119997	S	12	233	245	0.00300
Rhizobium tumorigenes	120079	S	1	21	22	0.00027
Allorhizobium oryziradicis	119111	S	1	4	5	0.00006
Sphingomonas_N sp937859915	125357	S	1101	5378	6479	0.07933
Sphingomonas_N sp903871605	125356	S	11	341	352	0.00431
Sphingomonas_N sp027625475	125354	S	5	105	110	0.00135
Novosphingobium sp903970225	124574	S	36	303	339	0.00415
Novosphingobium sp900113255	124560	S	5	50	55	0.00067
Sphingomonas sp903644135	125278	S	17	57	74	0.00091
Sphingomonas sp026540855	125241	S	5	403	408	0.00500
