#Classification	SRR20002404_bracken_P.kreport
k__Bacteria	9000
k__Bacteria|p__Proteobacteria	6237
k__Bacteria|p__Actinobacteria	972
k__Bacteria|p__Firmicutes	1728
k__Bacteria|p__Deinococcus-Thermus	9
k__Bacteria|p__Bacteroidetes	53
k__Eukaryota	2312
k__Eukaryota|k__Metazoa	2053
k__Eukaryota|k__Metazoa|p__Chordata	2053
k__Eukaryota|k__Fungi	83
k__Eukaryota|k__Fungi|p__Basidiomycota	71
k__Eukaryota|k__Fungi|p__Ascomycota	11
k__Eukaryota|k__Viridiplantae	173
k__Eukaryota|k__Viridiplantae|p__Streptophyta	173
k__Eukaryota|p__Apicomplexa	1
k__Viruses	31
k__Viruses|k__Heunggongvirae	31
k__Viruses|k__Heunggongvirae|p__Uroviricota	31
