#Classification	S-12-POLJUN-G_bracken_C.kreport
k__Bacteria	38022
k__Bacteria|p__Proteobacteria	37148
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	29612
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	4369
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2046
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1120
k__Bacteria|p__Actinobacteria	546
k__Bacteria|p__Actinobacteria|c__Actinomycetia	546
k__Bacteria|p__Firmicutes	160
k__Bacteria|p__Firmicutes|c__Bacilli	160
k__Bacteria|p__Acidobacteria	138
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	138
k__Bacteria|p__Bacteroidetes	24
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	19
k__Bacteria|p__Bacteroidetes|c__Cytophagia	4
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	1
k__Bacteria|p__Chlamydiae	2
k__Bacteria|p__Chlamydiae|c__Chlamydiia	2
k__Bacteria|p__Planctomycetes	2
k__Bacteria|p__Planctomycetes|c__Planctomycetia	2
k__Eukaryota	1477
k__Eukaryota|k__Viridiplantae	1363
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1363
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	1353
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	10
k__Eukaryota|k__Metazoa	85
k__Eukaryota|k__Metazoa|p__Chordata	85
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	85
k__Eukaryota|k__Fungi	28
k__Eukaryota|k__Fungi|p__Ascomycota	17
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes	10
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	3
k__Eukaryota|k__Fungi|p__Ascomycota|c__Dothideomycetes	2
k__Eukaryota|k__Fungi|p__Basidiomycota	11
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Agaricomycetes	11
