name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonas_E indoloxydans	138391	S	14	39988	40002	0.06112
Pseudomonas_E kielensis	138407	S	6	618	624	0.00095
Pseudomonas_E putida_AA	138513	S	5	5540	5545	0.00847
Pseudomonas_E toyotomiensis	138926	S	5	1628	1633	0.00250
Pseudomonas_E alcaliphila	138174	S	5	632	637	0.00097
Pseudomonas_E oleovorans	138468	S	3	4363	4366	0.00667
Pseudomonas_E alcaligenes	138170	S	2	975	977	0.00149
Pseudomonas_E composti_B	138259	S	2	864	866	0.00132
Pseudomonas_E sp002282595	138637	S	2	2144	2146	0.00328
Pseudomonas_E chengduensis	138244	S	1	1415	1416	0.00216
Pseudomonas_E fluorescens_AN	138301	S	1	145	146	0.00022
Pseudomonas_E bubulae	138227	S	1	63	64	0.00010
Pseudomonas_E cremoris	138265	S	1	101	102	0.00016
Pseudomonas_E sp023431055	138782	S	1	253	254	0.00039
Pseudomonas_E benzenivorans	138212	S	1	353	354	0.00054
Pseudomonas_E extremaustralis	138286	S	1	216	217	0.00033
Pseudomonas_E sp014851565	138727	S	1	125	126	0.00019
Stutzerimonas stutzeri_AO	139038	S	70	51938	52008	0.07946
Stutzerimonas stutzeri	139027	S	15	14563	14578	0.02227
Stutzerimonas sp002692525	139013	S	6	8525	8531	0.01303
Stutzerimonas stutzeri_AC	139030	S	6	2562	2568	0.00392
Stutzerimonas stutzeri_U	139055	S	2	4369	4371	0.00668
Stutzerimonas frequens	139002	S	1	294	295	0.00045
Stutzerimonas lopnurensis	139005	S	1	118	119	0.00018
Pseudomonas aeruginosa	138123	S	72	56349	56421	0.08620
Halopseudomonas yangmingensis	138122	S	3	959	962	0.00147
Pseudomonas_F otitidis	138963	S	2	556	558	0.00085
Moraxella_A cinereus	137339	S	1	141	142	0.00022
Moraxella sp943908425	137335	S	1	0	1	0.00000
Billgrantia desiderata	136673	S	1	117	118	0.00018
Aquabacterium parvum	126468	S	70	52241	52311	0.07992
Paraburkholderia phytofirmans	128028	S	11	528	539	0.00082
Paraburkholderia fungorum	127991	S	2	51	53	0.00008
Paraburkholderia sp000745015	128047	S	2	96	98	0.00015
Paraburkholderia phenoliruptrix	128024	S	2	509	511	0.00078
Paraburkholderia sediminicola	128039	S	1	13	14	0.00002
Lautropia mirabilis	127516	S	7	939	946	0.00145
Alcaligenes ammonioxydans	126412	S	3	566	569	0.00087
CAISIP01 sp018063505	126704	S	1	129	130	0.00020
Caballeronia udeis	126787	S	1	9	10	0.00002
Acidovorax sp002797445	126370	S	1	149	150	0.00023
Hylemonella sp019745555	127248	S	1	220	221	0.00034
Neisseria sp916438535	130395	S	2	853	855	0.00131
QFNR01 sp003248485	130416	S	1	646	647	0.00099
Pelomicrobium methylotrophicum	131573	S	8	58	66	0.00010
Ga0074130 sp019750575	130836	S	1	335	336	0.00051
Alishewanella agri	132296	S	16	3679	3695	0.00565
Alishewanella aestuarii	132295	S	1	223	224	0.00034
Leclercia tamurae	133191	S	1	113	114	0.00017
CU05-9 sp943913335	140813	S	1	90	91	0.00014
Nevskia sp021732705	135677	S	1	385	386	0.00059
SBBG01 sp005240065	134898	S	1	15	16	0.00002
Thioalkalivibrio_A sulfidiphilus	132185	S	1	646	647	0.00099
Sphingobium yanoikuyae_A	124910	S	1	258	259	0.00040
Sandaracinobacteroides hominis	124776	S	1	64	65	0.00010
Azospirillum brasilense	114111	S	1	60	61	0.00009
51-20 sp001917175	117470	S	2	527	529	0.00081
Elstera cyanobacteriorum	115160	S	1	4	5	0.00001
Cutibacterium acnes	48418	S	446	230892	231338	0.35345
Cutibacterium avidum	48419	S	4	30	34	0.00005
Cutibacterium namnetense	48422	S	3	47	50	0.00008
Cutibacterium modestum	48421	S	2	138	140	0.00021
Rothia terrae	45271	S	74	93450	93524	0.14289
Rothia amarae	45224	S	1	2529	2530	0.00387
Dermacoccus nishinomiyaensis	43368	S	32	14417	14449	0.02208
Dermacoccus abyssi	43367	S	3	55	58	0.00009
Yimella indica	43553	S	7	105	112	0.00017
Janibacter sp024362365	43409	S	2	34	36	0.00006
Janibacter hoylei	43403	S	1	55	56	0.00009
Kribbia dieselivorans	43424	S	1	6	7	0.00001
Janibacter_A massiliensis	43414	S	1	23	24	0.00004
Arsenicicoccus piscis	43354	S	1	15	16	0.00002
Microbacterium hominis	44172	S	1	51	52	0.00008
Corynebacterium dentalis	46027	S	4	12986	12990	0.01985
Corynebacterium tuberculostearicum_E	46251	S	3	280	283	0.00043
Corynebacterium kefirresidentii	46075	S	2	595	597	0.00091
Corynebacterium resistens	46133	S	1	33	34	0.00005
Corynebacterium pyruviciproducens	46130	S	1	58	59	0.00009
Corynebacterium kroppenstedtii_B	46077	S	1	15	16	0.00002
Gordonia sputi	46350	S	6	51	57	0.00009
Gordonia jacobaea	46311	S	4	94	98	0.00015
Gordonia hongkongensis	46306	S	2	35	37	0.00006
Gordonia otitidis	46320	S	1	11	12	0.00002
Mycobacterium gordonae	46461	S	1	62	63	0.00010
Mycobacterium immunogenum	46484	S	1	13	14	0.00002
Lawsonella clevelandensis_A	46365	S	17	629	646	0.00099
Streptococcus sp000187445	56205	S	2	1747	1749	0.00267
Streptococcus thermophilus	56397	S	1	697	698	0.00107
Leuconostoc citreum	55498	S	3	270	273	0.00042
Staphylococcus epidermidis	57090	S	10	14873	14883	0.02274
Staphylococcus warneri	57142	S	2	2216	2218	0.00339
Staphylococcus aureus	57070	S	1	1639	1640	0.00251
Staphylococcus haemolyticus	57096	S	1	1467	1468	0.00224
Staphylococcus capitis	57076	S	1	252	253	0.00039
