#Classification	SRR20002365_bracken_P.kreport
k__Bacteria	2746418
k__Bacteria|p__Proteobacteria	2022336
k__Bacteria|p__Actinobacteria	559987
k__Bacteria|p__Firmicutes	155957
k__Bacteria|p__Deinococcus-Thermus	1831
k__Bacteria|p__Cyanobacteria	17
k__Bacteria|p__Tenericutes	10
k__Bacteria|p__Bacteroidetes	6023
k__Bacteria|p__Verrucomicrobia	115
k__Bacteria|p__Chlamydiae	17
k__Bacteria|p__Planctomycetes	7
k__Bacteria|p__Fusobacteria	88
k__Bacteria|p__Spirochaetes	22
k__Bacteria|p__Synergistetes	4
k__Eukaryota	14387
k__Eukaryota|k__Fungi	8668
k__Eukaryota|k__Fungi|p__Basidiomycota	7614
k__Eukaryota|k__Fungi|p__Ascomycota	1054
k__Eukaryota|k__Metazoa	1410
k__Eukaryota|k__Metazoa|p__Chordata	1410
k__Eukaryota|k__Viridiplantae	4266
k__Eukaryota|k__Viridiplantae|p__Streptophyta	4266
k__Eukaryota|p__Apicomplexa	41
k__Archaea	2
k__Archaea|p__Thaumarchaeota	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	233
k__Viruses|k__Heunggongvirae	233
k__Viruses|k__Heunggongvirae|p__Uroviricota	233
