#Classification	GQ49_bracken_F.kreport
k__Bacteria	2785925
k__Bacteria|p__Firmicutes	1252537
k__Bacteria|p__Firmicutes|c__Clostridia	1060527
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	1060527
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	677671
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	348763
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae	10367
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	2025
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	19968
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	1694
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII._Incertae_Sedis	34
k__Bacteria|p__Firmicutes|c__Negativicutes	102093
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	63472
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	63472
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	37960
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	37960
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	660
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	660
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	46012
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	46012
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae	38149
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	7863
k__Bacteria|p__Firmicutes|c__Bacilli	43899
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	43899
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	14101
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	4832
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	24964
k__Bacteria|p__Firmicutes|c__Tissierellia	4
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	4
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	4
k__Bacteria|p__Actinobacteria	71044
k__Bacteria|p__Actinobacteria|c__Actinomycetia	43867
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	43048
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae	43048
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	524
