#Classification	GQ49_bracken_P.kreport
k__Bacteria	2786028
k__Bacteria|p__Firmicutes	1252551
k__Bacteria|p__Actinobacteria	71044
k__Bacteria|p__Bacteroidetes	1298149
k__Bacteria|p__Verrucomicrobia	55287
k__Bacteria|p__Proteobacteria	108982
k__Bacteria|p__Spirochaetes	12
k__Archaea	7027
k__Archaea|p__Euryarchaeota	7027
k__Eukaryota	6
k__Eukaryota|k__Viridiplantae	5
k__Eukaryota|k__Viridiplantae|p__Streptophyta	5
k__Eukaryota|k__Fungi	1
k__Eukaryota|k__Fungi|p__Ascomycota	1
k__Viruses	160
k__Viruses|k__Heunggongvirae	160
k__Viruses|k__Heunggongvirae|p__Uroviricota	160
