#Classification	SRR5091522_bracken_P.kreport
k__Bacteria	5298338
k__Bacteria|p__Bacteroidetes	4352066
k__Bacteria|p__Firmicutes	692030
k__Bacteria|p__Actinobacteria	43463
k__Bacteria|p__Tenericutes	3
k__Bacteria|p__Proteobacteria	210491
k__Bacteria|p__Fusobacteria	130
k__Bacteria|p__Verrucomicrobia	98
k__Bacteria|p__Planctomycetes	1
k__Bacteria|p__Candidatus_Saccharibacteria	49
k__Bacteria|p__Synergistetes	3
k__Eukaryota	405
k__Eukaryota|k__Viridiplantae	259
k__Eukaryota|k__Viridiplantae|p__Streptophyta	107
k__Eukaryota|k__Viridiplantae|p__Chlorophyta	152
k__Eukaryota|k__Fungi	145
k__Eukaryota|k__Fungi|p__Ascomycota	145
k__Archaea	3
k__Archaea|p__Euryarchaeota	3
k__Viruses	1005
k__Viruses|k__Heunggongvirae	1005
k__Viruses|k__Heunggongvirae|p__Uroviricota	1005
