name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Methylobacterium sp022829385	118327	S	76	937	1013	0.15277
Methylobacterium sp022829365	118326	S	33	531	564	0.08506
Methylobacterium sp008039875	118308	S	2	33	35	0.00528
Lichenihabitans flavocetrariae	118233	S	15	28	43	0.00648
Lichenihabitans minor	118234	S	3	30	33	0.00498
Rhizobium rhododendri	119997	S	3	54	57	0.00860
Lichenicoccus roseus	113922	S	91	465	556	0.08385
Lichenicola cladoniae	113923	S	2	20	22	0.00332
Acidisoma sp009765865	113615	S	2	5	7	0.00106
CAHJXG01 sp937858325	113708	S	1	2	3	0.00045
Rhodopila sp027311485	114029	S	1	51	52	0.00784
BOG-908 sp937873095	113678	S	1	3	4	0.00060
Sphingomonas_N sp937859915	125357	S	4	29	33	0.00498
Caballeronia sp001557535	126764	S	88	1626	1714	0.25848
Caballeronia sordidicola_C	126762	S	1	7	8	0.00121
Pseudomonas_E fluorescens_H	138333	S	1	83	84	0.01267
Acidisarcina polymorpha	40108	S	913	748	1661	0.25049
Granulicella sp027450185	40185	S	2	29	31	0.00468
Granulicella elongata	40164	S	1	1	2	0.00030
Granulicella sp009766105	40172	S	1	1	2	0.00030
Granulicella_B arctica	40194	S	4	6	10	0.00151
Occallatibacter gabretensis	40248	S	3	39	42	0.00633
Edaphobacter lichenicola_C	40133	S	2	85	87	0.01312
Granulicella_C sibirica	40198	S	2	6	8	0.00121
Granulicella_D aggregans_A	40206	S	2	3	5	0.00075
Acidicapsa sp903832055	40105	S	1	6	7	0.00106
Nostoc sp013393905	96865	S	1	40	41	0.00618
Nostoc sp017115085	96877	S	1	22	23	0.00347
Stigonema sp903903925	96940	S	7	14	21	0.00317
Stigonema ocellatum	96939	S	3	400	403	0.06078
NSF051 sp029379215	96827	S	1	2	3	0.00045
NSF051 sp937873135	96830	S	1	5	6	0.00090
RYN-133 sp025963285	45625	S	2	15	17	0.00256
Mycobacterium hodleri	46478	S	1	7	8	0.00121
Mucilaginibacter robiniae	89884	S	1	8	9	0.00136
