#Classification	SRR20002458_bracken_P.kreport
k__Bacteria	4893
k__Bacteria|p__Firmicutes	3818
k__Bacteria|p__Actinobacteria	146
k__Bacteria|p__Deinococcus-Thermus	4
k__Bacteria|p__Proteobacteria	892
k__Bacteria|p__Bacteroidetes	33
k__Eukaryota	1918
k__Eukaryota|k__Metazoa	1892
k__Eukaryota|k__Metazoa|p__Chordata	1892
k__Eukaryota|k__Fungi	22
k__Eukaryota|k__Fungi|p__Basidiomycota	22
k__Eukaryota|k__Viridiplantae	2
k__Eukaryota|k__Viridiplantae|p__Streptophyta	2
k__Eukaryota|p__Apicomplexa	1
k__Viruses	2
k__Viruses|k__Heunggongvirae	2
k__Viruses|k__Heunggongvirae|p__Uroviricota	2
