#Classification	SRR20002459_bracken_P.kreport
k__Bacteria	1729587
k__Bacteria|p__Proteobacteria	1095166
k__Bacteria|p__Firmicutes	583920
k__Bacteria|p__Actinobacteria	48754
k__Bacteria|p__Deinococcus-Thermus	254
k__Bacteria|p__Cyanobacteria	2
k__Bacteria|p__Bacteroidetes	1422
k__Bacteria|p__Fusobacteria	52
k__Bacteria|p__Verrucomicrobia	12
k__Bacteria|p__Candidatus_Saccharibacteria	1
k__Eukaryota	4841
k__Eukaryota|k__Viridiplantae	2668
k__Eukaryota|k__Viridiplantae|p__Streptophyta	2668
k__Eukaryota|k__Fungi	1813
k__Eukaryota|k__Fungi|p__Basidiomycota	1741
k__Eukaryota|k__Fungi|p__Ascomycota	72
k__Eukaryota|k__Metazoa	359
k__Eukaryota|k__Metazoa|p__Chordata	359
k__Viruses	8
k__Viruses|k__Heunggongvirae	8
k__Viruses|k__Heunggongvirae|p__Uroviricota	8
