#Classification	S-10-POLJUN-G_bracken_P.kreport
k__Bacteria	46687
k__Bacteria|p__Proteobacteria	41977
k__Bacteria|p__Cyanobacteria	4023
k__Bacteria|p__Actinobacteria	427
k__Bacteria|p__Firmicutes	43
k__Bacteria|p__Acidobacteria	144
k__Bacteria|p__Bacteroidetes	70
k__Eukaryota	1072
k__Eukaryota|k__Viridiplantae	902
k__Eukaryota|k__Viridiplantae|p__Streptophyta	902
k__Eukaryota|k__Metazoa	167
k__Eukaryota|k__Metazoa|p__Chordata	167
k__Eukaryota|k__Fungi	1
k__Eukaryota|k__Fungi|p__Ascomycota	1
