#Classification	SRR5091506_bracken_P.kreport
k__Bacteria	8316994
k__Bacteria|p__Bacteroidetes	6506324
k__Bacteria|p__Chlorobi	2
k__Bacteria|p__Gemmatimonadetes	2
k__Bacteria|p__Firmicutes	1344981
k__Bacteria|p__Actinobacteria	58016
k__Bacteria|p__Tenericutes	13
k__Bacteria|p__Cyanobacteria	7
k__Bacteria|p__Deinococcus-Thermus	5
k__Bacteria|p__Chloroflexi	3
k__Bacteria|p__Proteobacteria	357728
k__Bacteria|p__Verrucomicrobia	49744
k__Bacteria|p__Planctomycetes	11
k__Bacteria|p__Kiritimatiellaeota	1
k__Bacteria|p__Fusobacteria	63
k__Bacteria|p__Synergistetes	44
k__Bacteria|p__Candidatus_Saccharibacteria	22
k__Bacteria|p__Spirochaetes	18
k__Bacteria|p__Acidobacteria	5
k__Bacteria|p__Nitrospirae	1
k__Eukaryota	173
k__Eukaryota|k__Viridiplantae	95
k__Eukaryota|k__Viridiplantae|p__Streptophyta	95
k__Eukaryota|k__Metazoa	55
k__Eukaryota|k__Metazoa|p__Chordata	55
k__Eukaryota|k__Fungi	3
k__Eukaryota|k__Fungi|p__Basidiomycota	2
k__Eukaryota|k__Fungi|p__Ascomycota	1
k__Eukaryota|p__Euglenozoa	19
k__Eukaryota|p__Apicomplexa	1
k__Archaea	13
k__Archaea|p__Euryarchaeota	13
k__Viruses	5533
k__Viruses|k__Heunggongvirae	5532
k__Viruses|k__Heunggongvirae|p__Uroviricota	5532
k__Viruses|k__Sangervirae	1
k__Viruses|k__Sangervirae|p__Phixviricota	1
