#Classification	SRR5091530_bracken_P.kreport
k__Bacteria	8496768
k__Bacteria|p__Bacteroidetes	6802439
k__Bacteria|p__Ignavibacteriae	17
k__Bacteria|p__Chlorobi	7
k__Bacteria|p__Rhodothermaeota	135
k__Bacteria|p__Gemmatimonadetes	11
k__Bacteria|p__Firmicutes	1585306
k__Bacteria|p__Actinobacteria	62655
k__Bacteria|p__Chloroflexi	24
k__Bacteria|p__Cyanobacteria	20
k__Bacteria|p__Deinococcus-Thermus	9
k__Bacteria|p__Proteobacteria	45678
k__Bacteria|p__Verrucomicrobia	193
k__Bacteria|p__Planctomycetes	63
k__Bacteria|p__Kiritimatiellaeota	7
k__Bacteria|p__Chlamydiae	1
k__Bacteria|p__Fusobacteria	101
k__Bacteria|p__Spirochaetes	55
k__Bacteria|p__Candidatus_Saccharibacteria	20
k__Bacteria|p__Acidobacteria	8
k__Bacteria|p__Calditrichaeota	4
k__Bacteria|p__Nitrospirae	3
k__Bacteria|p__Thermotogae	3
k__Bacteria|p__Deferribacteres	2
k__Eukaryota	5546
k__Eukaryota|k__Fungi	4383
k__Eukaryota|k__Fungi|p__Ascomycota	4359
k__Eukaryota|k__Fungi|p__Basidiomycota	24
k__Eukaryota|k__Metazoa	156
k__Eukaryota|k__Metazoa|p__Chordata	156
k__Eukaryota|k__Viridiplantae	1005
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1005
k__Eukaryota|p__Euglenozoa	1
k__Archaea	6
k__Archaea|p__Euryarchaeota	5
k__Archaea|p__Candidatus_Thermoplasmatota	1
k__Viruses	330
k__Viruses|k__Heunggongvirae	330
k__Viruses|k__Heunggongvirae|p__Uroviricota	330
