#Classification	NS13_bracken_O.kreport
k__Bacteria	12290908
k__Bacteria|p__Firmicutes	8119677
k__Bacteria|p__Firmicutes|c__Clostridia	7955312
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	7955163
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales	106
k__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales	28
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermosediminibacterales	13
k__Bacteria|p__Firmicutes|c__Clostridia|o__Koleobacterales	1
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	88823
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	88823
k__Bacteria|p__Firmicutes|c__Bacilli	70797
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	66956
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	3840
k__Bacteria|p__Firmicutes|c__Tissierellia	3648
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	3648
k__Bacteria|p__Firmicutes|c__Negativicutes	1095
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	502
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	320
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	272
k__Bacteria|p__Actinobacteria	90647
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	82882
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	82312
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	569
k__Bacteria|p__Actinobacteria|c__Actinomycetia	7761
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	4713
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	953
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	1734
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	161
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	103
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	47
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	15
