#Classification	SRR20002453_bracken_P.kreport
k__Bacteria	15527
k__Bacteria|p__Proteobacteria	13915
k__Bacteria|p__Actinobacteria	992
k__Bacteria|p__Firmicutes	542
k__Bacteria|p__Deinococcus-Thermus	40
k__Bacteria|p__Cyanobacteria	4
k__Bacteria|p__Bacteroidetes	32
k__Bacteria|p__Chlamydiae	1
k__Eukaryota	3180
k__Eukaryota|k__Metazoa	2656
k__Eukaryota|k__Metazoa|p__Chordata	2656
k__Eukaryota|k__Fungi	65
k__Eukaryota|k__Fungi|p__Basidiomycota	62
k__Eukaryota|k__Fungi|p__Ascomycota	3
k__Eukaryota|p__Apicomplexa	434
k__Eukaryota|k__Viridiplantae	24
k__Eukaryota|k__Viridiplantae|p__Streptophyta	24
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
