#Classification	SRR20002466_bracken_P.kreport
k__Bacteria	2484945
k__Bacteria|p__Proteobacteria	1614316
k__Bacteria|p__Firmicutes	756930
k__Bacteria|p__Actinobacteria	108521
k__Bacteria|p__Deinococcus-Thermus	1027
k__Bacteria|p__Cyanobacteria	27
k__Bacteria|p__Bacteroidetes	4037
k__Bacteria|p__Verrucomicrobia	46
k__Bacteria|p__Planctomycetes	18
k__Bacteria|p__Spirochaetes	10
k__Bacteria|p__Fusobacteria	10
k__Eukaryota	5185
k__Eukaryota|k__Fungi	2602
k__Eukaryota|k__Fungi|p__Basidiomycota	2378
k__Eukaryota|k__Fungi|p__Ascomycota	223
k__Eukaryota|k__Metazoa	1635
k__Eukaryota|k__Metazoa|p__Chordata	1635
k__Eukaryota|k__Viridiplantae	947
k__Eukaryota|k__Viridiplantae|p__Streptophyta	947
k__Viruses	14
k__Viruses|k__Shotokuvirae	10
k__Viruses|k__Shotokuvirae|p__Cossaviricota	10
k__Viruses|k__Heunggongvirae	4
k__Viruses|k__Heunggongvirae|p__Uroviricota	4
