#Classification	SRR20002466_bracken_O.kreport
k__Bacteria	2484945
k__Bacteria|p__Proteobacteria	1614316
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1543095
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	1464569
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	70039
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	4064
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	1375
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	588
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	2210
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	162
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	18
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales	25
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	34
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	6
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	49584
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	48982
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	602
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	21260
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	6207
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	9009
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	4498
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	977
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	567
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia	376
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia|o__Hydrogenophilales	376
k__Bacteria|p__Firmicutes	756930
k__Bacteria|p__Firmicutes|c__Bacilli	755291
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	750127
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	5163
k__Bacteria|p__Firmicutes|c__Clostridia	1555
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	1555
k__Bacteria|p__Firmicutes|c__Negativicutes	78
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	63
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	15
k__Bacteria|p__Firmicutes|c__Tissierellia	5
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	5
k__Bacteria|p__Actinobacteria	108521
k__Bacteria|p__Actinobacteria|c__Actinomycetia	108221
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	90071
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	11768
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	5295
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	683
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	353
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	34
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	13
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	1
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	300
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	124
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	176
k__Bacteria|p__Deinococcus-Thermus	1027
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci	1027
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales	867
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales	160
k__Bacteria|p__Cyanobacteria	27
k__Bacteria|p__Cyanobacteria|o__Chroococcidiopsidales	27
k__Bacteria|p__Bacteroidetes	4037
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	3066
