#Classification	S-9-POLPIL-B_bracken_P.kreport
k__Bacteria	401
k__Bacteria|p__Proteobacteria	371
k__Bacteria|p__Acidobacteria	17
k__Bacteria|p__Actinobacteria	9
k__Bacteria|p__Cyanobacteria	3
k__Bacteria|p__Planctomycetes	1
k__Eukaryota	1
k__Eukaryota|k__Viridiplantae	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1
