#Classification	SRR20002453_bracken_P.kreport
k__Bacteria	9965
k__Bacteria|p__Proteobacteria	8929
k__Bacteria|p__Actinobacteria	617
k__Bacteria|p__Firmicutes	391
k__Bacteria|p__Deinococcus-Thermus	6
k__Bacteria|p__Bacteroidetes	19
k__Bacteria|p__Chlamydiae	1
k__Eukaryota	2030
k__Eukaryota|k__Metazoa	1955
k__Eukaryota|k__Metazoa|p__Chordata	1955
k__Eukaryota|k__Fungi	44
k__Eukaryota|k__Fungi|p__Basidiomycota	42
k__Eukaryota|k__Fungi|p__Ascomycota	1
k__Eukaryota|p__Apicomplexa	20
k__Eukaryota|k__Viridiplantae	10
k__Eukaryota|k__Viridiplantae|p__Streptophyta	10
