#Classification	SRR20002355_bracken_P.kreport
k__Bacteria	453233
k__Bacteria|p__Proteobacteria	362756
k__Bacteria|p__Actinobacteria	26992
k__Bacteria|p__Firmicutes	63129
k__Bacteria|p__Deinococcus-Thermus	12
k__Bacteria|p__Cyanobacteria	1
k__Bacteria|p__Bacteroidetes	336
k__Bacteria|p__Spirochaetes	2
k__Bacteria|p__Chlamydiae	2
k__Bacteria|p__Candidatus_Saccharibacteria	1
k__Eukaryota	3739
k__Eukaryota|k__Metazoa	2048
k__Eukaryota|k__Metazoa|p__Chordata	2048
k__Eukaryota|k__Fungi	1174
k__Eukaryota|k__Fungi|p__Basidiomycota	880
k__Eukaryota|k__Fungi|p__Ascomycota	294
k__Eukaryota|k__Viridiplantae	516
k__Eukaryota|k__Viridiplantae|p__Streptophyta	516
k__Viruses	7
k__Viruses|k__Heunggongvirae	4
k__Viruses|k__Heunggongvirae|p__Uroviricota	4
k__Viruses|k__Shotokuvirae	3
k__Viruses|k__Shotokuvirae|p__Cossaviricota	3
