#Classification	SRR5091598_bracken_P.kreport
k__Bacteria	1905079
k__Bacteria|p__Bacteroidetes	1467849
k__Bacteria|p__Firmicutes	415584
k__Bacteria|p__Actinobacteria	9930
k__Bacteria|p__Tenericutes	145
k__Bacteria|p__Proteobacteria	11393
k__Bacteria|p__Verrucomicrobia	55
k__Bacteria|p__Fusobacteria	105
k__Bacteria|p__Synergistetes	12
k__Bacteria|p__Candidatus_Saccharibacteria	2
k__Eukaryota	167
k__Eukaryota|k__Fungi	151
k__Eukaryota|k__Fungi|p__Ascomycota	151
k__Eukaryota|k__Viridiplantae	15
k__Eukaryota|k__Viridiplantae|p__Streptophyta	15
k__Archaea	2
k__Archaea|p__Candidatus_Thermoplasmatota	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	636
k__Viruses|k__Heunggongvirae	636
k__Viruses|k__Heunggongvirae|p__Uroviricota	636
