#Classification	GQ54_bracken_P.kreport
k__Bacteria	18594270
k__Bacteria|p__Bacteroidetes	9529328
k__Bacteria|p__Firmicutes	8024017
k__Bacteria|p__Actinobacteria	438993
k__Bacteria|p__Verrucomicrobia	588555
k__Bacteria|p__Proteobacteria	12431
k__Bacteria|p__Spirochaetes	718
k__Bacteria|p__Fusobacteria	187
k__Bacteria|p__Candidatus_Saccharibacteria	38
k__Eukaryota	53
k__Eukaryota|k__Viridiplantae	43
k__Eukaryota|k__Viridiplantae|p__Streptophyta	43
k__Eukaryota|k__Metazoa	10
k__Eukaryota|k__Metazoa|p__Chordata	10
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	19013
k__Viruses|k__Heunggongvirae	19013
k__Viruses|k__Heunggongvirae|p__Uroviricota	19013
