#Classification	SRR20002373_bracken_P.kreport
k__Bacteria	2496579
k__Bacteria|p__Proteobacteria	2089229
k__Bacteria|p__Deinococcus-Thermus	108548
k__Bacteria|p__Actinobacteria	122255
k__Bacteria|p__Firmicutes	170156
k__Bacteria|p__Cyanobacteria	17
k__Bacteria|p__Chloroflexi	15
k__Bacteria|p__Bacteroidetes	5993
k__Bacteria|p__Verrucomicrobia	181
k__Bacteria|p__Chlamydiae	57
k__Bacteria|p__Planctomycetes	7
k__Bacteria|p__Acidobacteria	52
k__Bacteria|p__Spirochaetes	26
k__Bacteria|p__Aquificae	24
k__Bacteria|p__Fusobacteria	13
k__Bacteria|p__Nitrospirae	4
k__Eukaryota	12576
k__Eukaryota|k__Fungi	5575
k__Eukaryota|k__Fungi|p__Basidiomycota	3272
k__Eukaryota|k__Fungi|p__Ascomycota	2303
k__Eukaryota|k__Metazoa	4004
k__Eukaryota|k__Metazoa|p__Chordata	4004
k__Eukaryota|k__Viridiplantae	2941
k__Eukaryota|k__Viridiplantae|p__Streptophyta	2941
k__Eukaryota|p__Apicomplexa	33
k__Eukaryota|p__Euglenozoa	20
k__Archaea	44
k__Archaea|p__Euryarchaeota	44
k__Viruses	896
k__Viruses|k__Heunggongvirae	896
k__Viruses|k__Heunggongvirae|p__Uroviricota	896
