#Classification	SRR5091457_bracken_P.kreport
k__Bacteria	4027821
k__Bacteria|p__Bacteroidetes	2866918
k__Bacteria|p__Firmicutes	413712
k__Bacteria|p__Actinobacteria	276272
k__Bacteria|p__Verrucomicrobia	463109
k__Bacteria|p__Proteobacteria	7800
k__Bacteria|p__Fusobacteria	6
k__Bacteria|p__Candidatus_Saccharibacteria	1
k__Bacteria|p__Synergistetes	1
k__Archaea	27
k__Archaea|p__Euryarchaeota	26
k__Archaea|p__Candidatus_Thermoplasmatota	1
k__Eukaryota	3
k__Eukaryota|k__Viridiplantae	3
k__Eukaryota|k__Viridiplantae|p__Streptophyta	3
k__Viruses	30
k__Viruses|k__Heunggongvirae	30
k__Viruses|k__Heunggongvirae|p__Uroviricota	30
