#Classification	SRR20002486_bracken_P.kreport
k__Bacteria	627779
k__Bacteria|p__Proteobacteria	567714
k__Bacteria|p__Actinobacteria	42128
k__Bacteria|p__Firmicutes	16334
k__Bacteria|p__Deinococcus-Thermus	243
k__Bacteria|p__Bacteroidetes	1277
k__Bacteria|p__Verrucomicrobia	49
k__Bacteria|p__Chlamydiae	5
k__Bacteria|p__Synergistetes	22
k__Bacteria|p__Fusobacteria	3
k__Eukaryota	3962
k__Eukaryota|k__Metazoa	2479
k__Eukaryota|k__Metazoa|p__Chordata	2479
k__Eukaryota|k__Fungi	1281
k__Eukaryota|k__Fungi|p__Basidiomycota	1013
k__Eukaryota|k__Fungi|p__Ascomycota	267
k__Eukaryota|k__Viridiplantae	200
k__Eukaryota|k__Viridiplantae|p__Streptophyta	200
k__Eukaryota|p__Apicomplexa	1
k__Archaea	25
k__Archaea|p__Euryarchaeota	25
k__Viruses	133
k__Viruses|k__Heunggongvirae	133
k__Viruses|k__Heunggongvirae|p__Uroviricota	133
