#Classification	SRR20002486_bracken_P.kreport
k__Bacteria	203285
k__Bacteria|p__Proteobacteria	188875
k__Bacteria|p__Actinobacteria	6165
k__Bacteria|p__Firmicutes	8061
k__Bacteria|p__Deinococcus-Thermus	15
k__Bacteria|p__Bacteroidetes	135
k__Bacteria|p__Verrucomicrobia	8
k__Bacteria|p__Synergistetes	22
k__Eukaryota	551
k__Eukaryota|k__Metazoa	348
k__Eukaryota|k__Metazoa|p__Chordata	348
k__Eukaryota|k__Fungi	188
k__Eukaryota|k__Fungi|p__Basidiomycota	150
k__Eukaryota|k__Fungi|p__Ascomycota	38
k__Eukaryota|k__Viridiplantae	15
k__Eukaryota|k__Viridiplantae|p__Streptophyta	15
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	10
k__Viruses|k__Heunggongvirae	10
k__Viruses|k__Heunggongvirae|p__Uroviricota	10
