#Classification	GQ15_bracken_P.kreport
k__Bacteria	806228
k__Bacteria|p__Firmicutes	158983
k__Bacteria|p__Actinobacteria	399721
k__Bacteria|p__Tenericutes	4
k__Bacteria|p__Proteobacteria	230450
k__Bacteria|p__Bacteroidetes	15535
k__Bacteria|p__Fusobacteria	1481
k__Bacteria|p__Candidatus_Saccharibacteria	49
k__Bacteria|p__Spirochaetes	1
k__Bacteria|p__Synergistetes	1
k__Eukaryota	2248
k__Eukaryota|k__Metazoa	2240
k__Eukaryota|k__Metazoa|p__Chordata	2240
k__Eukaryota|k__Viridiplantae	7
k__Eukaryota|k__Viridiplantae|p__Streptophyta	7
