#Classification	SRR5091456_bracken_P.kreport
k__Bacteria	758550
k__Bacteria|p__Bacteroidetes	630928
k__Bacteria|p__Firmicutes	112840
k__Bacteria|p__Actinobacteria	2587
k__Bacteria|p__Proteobacteria	10640
k__Bacteria|p__Synergistetes	1474
k__Bacteria|p__Verrucomicrobia	72
k__Bacteria|p__Fusobacteria	4
k__Bacteria|p__Spirochaetes	2
k__Archaea	2537
k__Archaea|p__Euryarchaeota	2537
k__Eukaryota	1
k__Eukaryota|k__Fungi	1
k__Eukaryota|k__Fungi|p__Ascomycota	1
k__Viruses	941
k__Viruses|k__Heunggongvirae	940
k__Viruses|k__Heunggongvirae|p__Uroviricota	940
k__Viruses|k__Sangervirae	1
k__Viruses|k__Sangervirae|p__Phixviricota	1
