#Classification	SRR20002410_bracken_P.kreport
k__Bacteria	1394664
k__Bacteria|p__Actinobacteria	829758
k__Bacteria|p__Firmicutes	30125
k__Bacteria|p__Deinococcus-Thermus	216
k__Bacteria|p__Cyanobacteria	5
k__Bacteria|p__Proteobacteria	531885
k__Bacteria|p__Bacteroidetes	2577
k__Bacteria|p__Ignavibacteriae	1
k__Bacteria|p__Chlamydiae	47
k__Bacteria|p__Planctomycetes	1
k__Bacteria|p__Synergistetes	18
k__Bacteria|p__Fusobacteria	16
k__Bacteria|p__Candidatus_Saccharibacteria	10
k__Bacteria|p__Spirochaetes	2
k__Eukaryota	7565
k__Eukaryota|k__Metazoa	2592
k__Eukaryota|k__Metazoa|p__Chordata	2592
k__Eukaryota|k__Fungi	1986
k__Eukaryota|k__Fungi|p__Basidiomycota	1938
k__Eukaryota|k__Fungi|p__Ascomycota	48
k__Eukaryota|k__Viridiplantae	2856
k__Eukaryota|k__Viridiplantae|p__Streptophyta	2856
k__Eukaryota|p__Apicomplexa	129
k__Viruses	73
k__Viruses|k__Heunggongvirae	73
k__Viruses|k__Heunggongvirae|p__Uroviricota	73
