#Classification	SRR20002417_bracken_P.kreport
k__Bacteria	143031
k__Bacteria|p__Proteobacteria	133185
k__Bacteria|p__Actinobacteria	7467
k__Bacteria|p__Firmicutes	2198
k__Bacteria|p__Deinococcus-Thermus	22
k__Bacteria|p__Cyanobacteria	4
k__Bacteria|p__Bacteroidetes	147
k__Bacteria|p__Chlamydiae	4
k__Bacteria|p__Spirochaetes	2
k__Eukaryota	4055
k__Eukaryota|k__Metazoa	3220
k__Eukaryota|k__Metazoa|p__Chordata	3220
k__Eukaryota|k__Fungi	202
k__Eukaryota|k__Fungi|p__Ascomycota	105
k__Eukaryota|k__Fungi|p__Basidiomycota	97
k__Eukaryota|k__Viridiplantae	625
k__Eukaryota|k__Viridiplantae|p__Streptophyta	625
k__Eukaryota|p__Apicomplexa	6
k__Eukaryota|p__Euglenozoa	2
k__Archaea	2
k__Archaea|p__Euryarchaeota	2
k__Viruses	33
k__Viruses|k__Heunggongvirae	33
k__Viruses|k__Heunggongvirae|p__Uroviricota	25
k__Viruses|k__Heunggongvirae|p__Peploviricota	8
