name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gilliamella sp946481345	133105	S	61	1986	2047	0.18880
Gilliamella apicola_N	133081	S	42	382	424	0.03911
Gilliamella apicola	133069	S	41	307	348	0.03210
Gilliamella sp946482005	133106	S	34	941	975	0.08993
Gilliamella apis_A	133086	S	15	277	292	0.02693
Gilliamella apis	133085	S	6	62	68	0.00627
Gilliamella sp946480175	133104	S	5	28	33	0.00304
Gilliamella apicola_R	133084	S	3	53	56	0.00517
Gilliamella sp002142215	133091	S	2	21	23	0.00212
Frischella perrara	133059	S	497	1263	1760	0.16233
CALYPF01 sp945271245	132863	S	2	4	6	0.00055
Snodgrassella alvi	130431	S	76	318	394	0.03634
Snodgrassella alvi_G	130436	S	2	10	12	0.00111
Snodgrassella sp946481965	130443	S	1	6	7	0.00065
Vogesella mureinivorans	129842	S	9	104	113	0.01042
Limnobacter parvus	127534	S	1	1	2	0.00018
Entomomonas sp945283395	138084	S	2	0	2	0.00018
Bartonella_A apihabitans	119302	S	1	7	8	0.00074
Bartonella_A sp946481695	119314	S	1	30	31	0.00286
Commensalibacter melissae	113763	S	16	26	42	0.00387
Lactobacillus apis	55371	S	54	249	303	0.02795
Lactobacillus helsingborgensis	55384	S	33	300	333	0.03071
Lactobacillus melliventris	55401	S	15	119	134	0.01236
Lactobacillus apis_A	55372	S	5	97	102	0.00941
Lactobacillus sp946479925	55443	S	4	91	95	0.00876
Lactobacillus sp946482425	55444	S	3	134	137	0.01264
Lactobacillus sp016100975	55419	S	2	22	24	0.00221
Lactobacillus sp945290125	55440	S	2	9	11	0.00101
Lactobacillus kimbladii	55396	S	1	20	21	0.00194
Lactobacillus sp946477855	55442	S	1	20	21	0.00194
Bombilactobacillus mellifer	55230	S	38	745	783	0.07222
Bombilactobacillus mellis	55231	S	35	1056	1091	0.10063
Bombilactobacillus mellis_A	55232	S	5	390	395	0.03643
Bifidobacterium indicum	42787	S	4	13	17	0.00157
Bifidobacterium choladohabitans	42770	S	2	82	84	0.00775
Bifidobacterium polysaccharolyticum	42812	S	1	16	17	0.00157
Apibacter sp945280365	89010	S	12	92	104	0.00959
UBA1413 sp002304925	80944	S	1	478	479	0.04418
Lepagella muris	79620	S	1	14	15	0.00138
DTU098 sp002305915	72256	S	1	3	4	0.00037
CAMLLW01 sp946481295	63976	S	1	8	9	0.00083
