#Classification	SRR5091476_bracken_P.kreport
k__Bacteria	4315881
k__Bacteria|p__Firmicutes	2391242
k__Bacteria|p__Actinobacteria	84376
k__Bacteria|p__Bacteroidetes	1713232
k__Bacteria|p__Proteobacteria	126788
k__Bacteria|p__Fusobacteria	128
k__Bacteria|p__Verrucomicrobia	41
k__Bacteria|p__Synergistetes	64
k__Bacteria|p__Spirochaetes	5
k__Bacteria|p__Thermotogae	2
k__Eukaryota	30
k__Eukaryota|k__Viridiplantae	16
k__Eukaryota|k__Viridiplantae|p__Streptophyta	16
k__Eukaryota|k__Metazoa	14
k__Eukaryota|k__Metazoa|p__Chordata	14
k__Viruses	15
k__Viruses|k__Heunggongvirae	15
k__Viruses|k__Heunggongvirae|p__Uroviricota	15
