#Classification	SRR20002377_bracken_P.kreport
k__Bacteria	206293
k__Bacteria|p__Firmicutes	169744
k__Bacteria|p__Actinobacteria	5640
k__Bacteria|p__Deinococcus-Thermus	3
k__Bacteria|p__Proteobacteria	30834
k__Bacteria|p__Bacteroidetes	65
k__Bacteria|p__Chlamydiae	4
k__Bacteria|p__Fusobacteria	1
k__Eukaryota	1325
k__Eukaryota|k__Metazoa	1150
k__Eukaryota|k__Metazoa|p__Chordata	1150
k__Eukaryota|k__Fungi	151
k__Eukaryota|k__Fungi|p__Basidiomycota	151
k__Eukaryota|k__Viridiplantae	24
k__Eukaryota|k__Viridiplantae|p__Streptophyta	24
k__Viruses	2
k__Viruses|k__Heunggongvirae	2
k__Viruses|k__Heunggongvirae|p__Uroviricota	2
