name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gilliamella sp. wkB7	3120264	S	4026	2174	6200	0.23255
Gilliamella sp. ESL0443	2704655	S	12	6	18	0.00068
Gilliamella sp. B3022	2817969	S	11	13	24	0.00090
Gilliamella sp. ESL0405	2704653	S	2	0	2	0.00008
Gilliamella sp. ESL0441	2704654	S	1	0	1	0.00004
Gilliamella apicola	1196095	S	2933	1389	4322	0.16211
Gilliamella apis	1970738	S	2384	267	2651	0.09943
Frischella perrara	1267021	S	2458	857	3315	0.12434
Orbus wheelerorum	3074111	S	4	0	4	0.00015
Orbus mooreae	3074107	S	1	0	1	0.00004
Serratia fonticola	47917	S	5	4	9	0.00034
Serratia sp. 3ACOL1	2448483	S	2	2	4	0.00015
Rahnella bonaserana	2816248	S	3	1	4	0.00015
Rahnella victoriana	1510570	S	1	0	1	0.00004
Buttiauxella agrestis	82977	S	6	2	8	0.00030
Enterobacter cancerogenus	69218	S	3	6	9	0.00034
Erwinia aphidicola	68334	S	4	1	5	0.00019
Stenotrophomonas sp. BIO128-Bstrain	3027225	S	1	5	6	0.00023
Acinetobacter sp. WCHAc010034	1879049	S	1	6	7	0.00026
Haemophilus parainfluenzae	729	S	2	0	2	0.00008
Snodgrassella alvi	1196083	S	2119	649	2768	0.10382
Turicimonas muris	1796652	S	1	0	1	0.00004
Bartonella apihabitans	2750929	S	704	252	956	0.03586
Bartonella choladocola	2750995	S	38	25	63	0.00236
Commensalibacter melissae	2070537	S	190	6	196	0.00735
Muribaculum intestinale	1796646	S	2	0	2	0.00008
Duncaniella dubosii	2518971	S	2	3	5	0.00019
Paramuribaculum intestinale	2094151	S	2	0	2	0.00008
Bacteroides graminisolvens	477666	S	2	0	2	0.00008
Epilithonimonas sp. UC225_85	3350167	S	1	0	1	0.00004
Aliarcobacter cryaerophilus	28198	S	2	1	3	0.00011
Planctellipticum variicoloris	3064265	S	2	0	2	0.00008
Lactobacillus apis	303541	S	2035	103	2138	0.08019
Lactobacillus helsingborgensis	1218494	S	613	672	1285	0.04820
Lactobacillus kullabergensis	1218493	S	514	91	605	0.02269
Lactobacillus sp. IBH004	2879107	S	463	70	533	0.01999
Lactobacillus sp. wkB8	1545702	S	24	54	78	0.00293
Lactobacillus kimbladii	1218506	S	5	12	17	0.00064
Lactobacillus panisapium	2012495	S	2	0	2	0.00008
Apilactobacillus kunkeei	148814	S	36	6	42	0.00158
Bombilactobacillus mellifer	1218492	S	22	7	29	0.00109
Bombilactobacillus bombi	1303590	S	1	3	4	0.00015
Streptococcus parauberis	1348	S	2	3	5	0.00019
Sporofaciens musculi	2681861	S	2	0	2	0.00008
Bifidobacterium asteroides	1684	S	737	21	758	0.02843
Bifidobacterium coryneforme	1687	S	266	33	299	0.01121
Bifidobacterium adolescentis	1680	S	1	13	14	0.00053
Curtobacterium flaccumfaciens	2035	S	2	1	3	0.00011
Homo sapiens	9606	S	28	92	120	0.00450
Apis mellifera filamentous virus	1100043	S	112	0	112	0.00420
